14,ἀπικρόχολος,a,aps---cn2-,ἀπικρόχολος ἀπικρόχολος ἀπικρόχολον,,,,,0
15479,α15973,ἄσπασμα,n,n-s---nn3t,ἀσπάσματος,,,,,0
15480,α15974,ἀσπασμός,n,----------,,,,,,0
15481,α15975,ἀσπαστέον,a,----------,,,,,,0
15482,α15976,ἀσπαστικός,a,aps---mn1-,ἀσπαστικός ἀσπαστική ἀσπαστικόν,,,,,0
15483,α15977,ἀσπαστός,a,aps---mn1-,ἀσπαστός ἀσπαστή ἀσπαστόν,,,,,0
15484,α15978,ἀσπαστύς,n,n-s---fn3v,ἀσπαστύος,,,,,0
15485,α15979,ἄσπεδος,a,----------,,,,,,0
15486,α15980,ἄσπειστος,a,aps---cn2-,ἄσπειστος ἄσπειστος ἄσπειστον,,,,,0
15487,α15981,ἀσπερμί,r,----------,,,,,,0
15488,α15982,ἄσπερμος,a,aps---cn2-,ἄσπερμος ἄσπερμος ἄσπερμον,,,,,0
15489,α15983,ἀσπερχές,r,----------,,,,,,0
15490,α15984,ἄσπετος,a,aps---cn2-,ἄσπετος ἄσπετος ἄσπετον,,,,,0
15491,α15985,ἀσπιδαποβλής,n,----------,,,,,,0
15492,α15986,ἀσπιδεῖον,n,n-s---nn2-,ἀσπιδείου,,,,,0
15493,α15987,ἀσπιδής,n,----------,,,,,,0
15495,α15989,ἀσπιδηφόρος,a,aps---cn2-,ἀσπιδηφόρος ἀσπιδηφόρος ἀσπιδηφόρον,,,,,0
15496,α15990,ἀσπίδιον,a,----------,,,,,,0
15497,α15992,ἀσπιδίσκος,n,n-s---cn2-,ἀσπιδίσκου,,,,,0
15498,α15991,ἀσπιδίσκιον,n,n-s---nn2-,ἀσπιδισκίου,,,,,0
15499,α15993,ἀσπιδιώτης,n,n-s---mn1e,ἀσπιδιώτου,,,,,0
15500,α15994,ἀσπιδόδηκτος,a,aps---cn2-,ἀσπιδόδηκτος ἀσπιδόδηκτος ἀσπιδόδηκτον,,,,,0
15501,α15995,ἀσπιδόδουπος,a,aps---cn2-,ἀσπιδόδουπος ἀσπιδόδουπος ἀσπιδόδουπον,,,,,0
15502,α15996,ἀσπιδοειδής,a,aps---cn5s,ἀσπιδοειδής ἀσπιδοειδής ἀσπιδοειδές,,,,,0
15503,α15997,ἀσπιδόεις,a,aps---mn4i,ἀσπιδόεις ἀσπιδόεσσα ἀσπιδόεν,,,,,0
15504,α15998,ἀσπιδοθήρας,n,n-s---mn1a,ἀσπιδοθήρου,,,,,0
15506,α16000,ἀσπιδοπήγιον,n,n-s---nn2-,ἀσπιδοπηγίου,,,,,0
15507,α16001,ἀσπιδοπηγός,n,----------,,,,,,0
15508,α16002,ἀσπιδοποιί̈α,n,n-s---fn1l,ἀσπιδοποιί̈ας,,,,,0
15509,α16003,ἀσπιδοποιός,n,----------,,,,,,0
15510,α16004,ἀσπιδότροφος,a,aps---cn2-,ἀσπιδότροφος ἀσπιδότροφος ἀσπιδότροφον,,,,,0
15511,α16009,ἀσπιδοῦχος,n,n-s---mn2-,ἀσπιδούχου,,,,,0
15512,α16005,ἀσπιδοφέρμων,a,aps---cn3n,ἀσπιδοφέρμων ἀσπιδοφέρμων ἀσπιδοφέρμον,,,,,0
15513,α16006,ἀσπιδοφορέω,v,----------,,,,,,0
15514,α16007,ἀσπιδοφορικός,n,----------,,,,,,0
15515,α16008,ἀσπιδοφόρος,a,aps---cn2-,ἀσπιδοφόρος ἀσπιδοφόρος ἀσπιδοφόρον,,,,,0
15516,α16010,ἀσπίζω,v,----------,,,,,,0
15517,α16011,ἄσπιλος,a,aps---cn2-,ἄσπιλος ἄσπιλος ἄσπιλον,,,,,0
15518,α16012,ἀσπίλωτος,a,aps---cn2-,ἀσπίλωτος ἀσπίλωτος ἀσπίλωτον,,,,,0
15519,α16013,ἀσπίνθιον,n,n-s---nn2-,ἀσπι<ν>θίου,,,,,0
15520,α16014,ἀσπίς,n,n-s---fn3d,ἀσπίδος,,,/as.pís/,,0
15521,α16015,ἀσπιστήρ,n,n-s---mn3r,ἀσπιστῆρος,,,,,0
15522,α16016,ἀσπιστής,n,n-s---mn1e,ἀσπιστού,,,,,0
15524,α16018,ἀσπίστωρ,n,n-s---mn3r,ἀσπίστορος,,,,,0
15525,α16019,ἀσπλαγχνέω,v,----------,,,,,,0
15526,α16020,ἄσπλαγχνος,a,aps---cn2-,ἄσπλαγχνος ἄσπλαγχνος ἄσπλαγχνον,,,,,0
15527,α16021,ἄσπληνον,n,n-s---nn2-,,,,,,0
15528,α16022,ἄσπληνος,a,aps---cn2-,ἄσπληνος ἄσπληνος ἄσπληνον,,,,,0
15529,α16023,ἀσπονδεί,r,----------,,,,,,0
15530,α16024,ἀσπονδία,n,n-s---fn1l,ἀσπονδίας,,,,,0
15531,α16025,ἄσπονδος,a,aps---cn2-,ἄσπονδος ἄσπονδος ἄσπονδον,,,,,0
15532,α16026,ἀσπορέω,v,----------,,,,,,0
15533,α16027,ἀσπορία,n,n-s---fn1l,ἀσπορίας,,,,,0
15534,α16028,ἄσπορος,a,aps---cn2-,ἄσπορος ἄσπορος ἄσπορον,,,,,0
15535,α16029,ἀσπούδαστος,a,aps---cn2-,ἀσπούδαστος ἀσπούδαστος ἀσπούδαστον,,,,,0
15536,α16030,ἀσπουδί,r,----------,,,,,,0
15537,α16031,ἄσπουδος,a,aps---cn2-,ἄσπουδος ἄσπουδος ἄσπουδον,,,,,0
15538,α16032,ἀσπράτουρα,n,n-s---fn1s,ἀσπράτουρας,,,,,0
15539,α16033,ἄσπρις,n,n-s---fn3d,ἄσπριδος,,,/ás.pris/,,0
15540,α16034,ἄσπρος,a,aps---mn1-,ἄσπρος ἄσπρα ἄσπρον,,aps---cn2-=ἄσπρος aps---cn2-=ἄσπρος aps---nn2-=ἄσπρον,,,0
15541,α16035,ἄσσα,a,----------,,,,,,0
15542,α16036,ἀσσαριαῖος,a,aps---mn1-,ἀσσαριαῖος ἀσσαριαῖα ἀσσαριαῖον,,,,,0
15543,α16037,ἀσσάριον,n,n-s---nn2-,ἀσσαρίου,,,,,0
15544,α16038,ἀσσιδάριος,n,n-s---mn2-,ἀσσιδαρίου,,,,,0
15545,α16039,ἆσσον,r,----------,,,,/âːs.son/,,0
15546,,Ἀσσύριοι,n,----------,,,,,,0
15547,α16040,ἀσσύτεροι,n,----------,,,,,,0
15548,,ᾄσσω,v,----------,,,,,,0
15549,α16041,ἀσταγής,a,aps---cn5s,ἀσταγής ἀσταγής ἀσταγές,,,,,0
15550,α16042,ἀσταθής,a,aps---cn5s,ἀσταθής ἀσταθής ἀσταθές,,,,,0
15552,α16044,ἀστάθμητος,a,aps---cn2-,ἀστάθμητος ἀστάθμητος ἀστάθμητον,,,,,0
15553,α16045,ἄσταθμος,a,aps---cn2-,ἄσταθμος ἄσταθμος ἄσταθμον,,,,,0
15554,α16046,ἀστακός,n,n-s---mn2-,,,,,,0
15557,α16049,ἀστάλακτος,v,----------,,,,,,0
15558,α16050,ἀστάλη,n,n-s---fn1e,ἀστάλης,,,,,0
15559,α16051,ἀσταλής,a,aps---cn5s,ἀσταλής ἀσταλής ἀσταλές,,,,,0
15560,α16052,ἀσταλύζω,v,----------,,,,,,0
15561,α16053,ἀστάνδης,n,n-s---mn1e,ἀστάνδου,,,,,0
15562,α16054,ἀστασία,n,n-s---fn1l,ἀστασίας,,,,,0
15563,α16055,ἀστασίαστος,a,----------,,,,,,0
15564,α16056,ἀσταταίνω,v,----------,,,,,,0
15565,α16057,ἀστατέω,v,----------,,,,,,0
15566,α16058,ἄστατοι,n,n-p---mn2-,ἀστάτων,,,,,0
15567,α16059,ἄστατος,a,aps---cn2-,ἄστατος ἄστατος ἄστατον,,,,,0
15568,α16060,ἀσταφιδίτης,n,n-s---mn1e,ἀσταφιδίτου,,,,,0
15569,α16061,ἀσταφίς,n,n-s---fn3d,ἀσταφίδος,,,,,0
15570,α16062,ἀσταφυλῖνος,n,----------,,,,,,0
15571,α16063,ἀστάφυλος,n,----------,,,,,,0
15572,α16064,ἄσταχυς,n,----------,,,,,,0
15574,α16066,ἀστεγής,n,----------,,,,,,0
15575,α16067,ἄστεγος,a,aps---cn2-,ἄστεγος ἄστεγος ἄστεγον,,,,,0
15576,α16068,ἀστειεύομαι,v,----------,,,,,,0
15577,α16069,ἀστεί̈ζομαι,v,----------,,,,,,0
15578,α16070,ἀστειολογία,n,n-s---fn1l,ἀστειολογίας,,,,,0
15579,α16071,ἀστειομελής,a,aps---cn5s,ἀστειομελής ἀστειομελής ἀστειομελές,,,,,0
15580,α16083,ἀστεῖος,a,aps---mn1-,ἀστεῖος ἀστεῖα ἀστεῖον,,aps---cn2-=ἀστεῖος aps---cn2-=ἀστεῖος aps---nn2-=ἀστεῖον,/as.têː.os/,,0
15581,α16072,ἀστειοσύνη,n,n-s---fn1e,ἀστειοσύνης,,,,,0
15582,α16073,ἀστειότης,n,n-s---fn3t,ἀστειότητος,,,,,0
15583,α16074,ἄστειπτος,a,aps---cn2-,ἄστειπτος ἄστειπτος ἄστειπτον,,,,,0
15584,α16075,ἀστέϊσμα,n,n-s---nn3t,ἀστεΐσματος,,,,,0
15585,α16076,ἀστεϊσμός,n,----------,,,,,,0
15586,α16077,ἄστεκτος,a,aps---cn2-,ἄστεκτος ἄστεκτος ἄστεκτον,,,,,0
15587,α16078,ἀστέλεφος,n,n-s---mn2-,ἀστελέφου,,,,,0
15588,α16079,ἀστελέχης,a,aps---cn3s,ἀστελέχης ἀστελέχης ἀστελέχες,,,,,0
15589,α16080,ἀστέμβακτος,a,aps---cn2-,ἀστέμβακτος ἀστέμβακτος ἀστέμβακτον,,,,,0
15590,α16081,ἀστεμφής,a,aps---cn5s,ἀστεμφής ἀστεμφής ἀστεμφές,,,,,0
15591,α16082,ἀστένακτος,a,aps---cn2-,ἀστένακτος ἀστένακτος ἀστένακτον,,,,,0
15592,,ᾀστέον,a,----------,,,,,,0
15593,α16084,ἄστεπτος,a,aps---cn2-,ἄστεπτος ἄστεπτος ἄστεπτον,,,,,0
15594,α16085,ἀστεργάνωρ,n,----------,,,,,,0
15595,α16086,ἀστεργής,a,aps---cn5s,ἀστεργής ἀστεργής ἀστεργές,,,,,0
15596,α16087,ἀστεριαῖος,a,aps---mn1-,ἀστεριαῖος ἀστεριαῖα ἀστεριαῖον,,,,,0
15597,α16088,ἀστερίας,n,n-s---mn1a,ἀστερίου,,,,,0
15598,α16089,ἀστερίζω,v,----------,,,,,,0
15600,α16091,ἀστέριος,a,aps---mn1-,ἀστέριος ἀστέρια ἀστέριον,,aps---cn2-=ἀστέριος aps---cn2-=ἀστέριος aps---nn2-=ἀστέριον,,,0
15601,α16092,ἀστερίσκιον,n,n-s---nn2-,ἀστερισκίου,,,,,0
15602,α16093,ἀστερίσκος,n,n-s---mn2-,ἀστερίσκου,,,,,0
15603,α16094,ἀστερισμός,n,----------,,,,,,0
15604,α16095,ἀστερίτης,n,n-s---mn1e,ἀστερίτου,,,,,0
15605,α16096,ἄστερκτος,a,aps---cn2-,ἄστερκτος ἄστερκτος ἄστερκτον,,,,,0
15608,α16099,ἀστεροειδής,a,aps---cn5s,ἀστεροειδής ἀστεροειδής ἀστεροειδές,,,,,0
15609,α16100,ἀστερόεις,a,aps---mn4i,ἀστερόεις ἀστερόεσσα ἀστερόεν,,,,,0
15610,α16101,ἀστέροθεν,r,----------,,,,,,0
15611,α16102,ἀστερομαρμαρυγή,n,n-s---fn1e,ἀστερομαρμαρυγῆς,,,,,0
15612,α16103,ἀστερόνωτος,a,aps---cn2-,ἀστερόνωτος ἀστερόνωτος ἀστερόνωτον,,,,,0
15613,α16104,ἀστεροόμματος,a,aps---cn2-,ἀστεροόμματος ἀστεροόμματος ἀστεροόμματον,,,,,0
15614,α16105,ἀστεροπαγερέτας,n,n-s---mn1a,ἀστεροπαγερέτου,,,,,0
15615,α16106,ἀστεροπαῖος,a,aps---cn2-,ἀστεροπαῖος ἀστεροπαῖος ἀστεροπαῖον,,,,,0
15616,α16107,ἀστεροπή,n,n-s---fn1e,ἀστεροπῆς,,,,,0
15617,α16108,ἀστεροπής,n,----------,,,,,,0
15618,α16109,ἀστεροπητής,n,n-s---mn1e,ἀστεροπητού,,,,,0
15619,α16110,ἀστεροπληθής,a,aps---cn5s,ἀστεροπληθής ἀστεροπληθής ἀστεροπληθές,,,,,0
15620,α16111,ἀστερόπληκτος,a,aps---cn2-,ἀστερόπληκτος ἀστερόπληκτος ἀστερόπληκτον,,,,,0
15621,α16112,ἀστεροπός,a,aps---cn2-,ἀστεροπός ἀστεροπός ἀστεροπόν,,,,,0
15622,α16113,ἀστεροσκοπέω,v,----------,,,,,,0
15623,α16114,ἀστεροσκόπος,a,aps---cn2-,ἀστεροσκόπος ἀστεροσκόπος ἀστεροσκόπον,,,,,0
15624,α16115,ἀστεροφεγγής,a,aps---cn5s,ἀστεροφεγγής ἀστεροφεγγής ἀστεροφεγγές,,,,,0
15625,α16116,ἀστερόφοιτος,a,aps---cn2-,ἀστερόφοιτος ἀστερόφοιτος ἀστερόφοιτον,,,,,0
15626,α16117,ἀστερόω,v,----------,,,,,,0
15627,α16118,ἀστερόωνται,n,----------,,,,,,0
15628,α16119,ἀστερώδης,a,aps---cn3s,ἀστερώδης ἀστερώδης ἀστερώ͂δες,,,,,0
15629,α16120,ἀστερωπός,a,aps---cn2-,ἀστερωπός ἀστερωπός ἀστερωπόν,,,,,0
15630,α16121,ἀστερωτός,a,aps---mn1-,ἀστερωτός ἀστερωτή ἀστερωτόν,,,,,0
15631,α16122,ἀστέφανος,a,aps---cn2-,ἀστέφανος ἀστέφανος ἀστέφανον,,,,,0
15633,α16124,ἀστεφής,a,aps---cn5s,ἀστεφής ἀστεφής ἀστεφές,,,,,0
15634,α16125,ἀστή,n,n-s---fn1e,ἀστῆς,,,,,0
15635,α16126,ἄστηθι,n,----------,,,,,,0
15636,α16127,ἄστηλος,a,aps---cn2-,ἄστηλος ἄστηλος ἄστηλον,,,,,0
15637,α16128,ἄστηνος,a,aps---cn2-,ἄστηνος ἄστηνος ἄστηνον,,,,,0
15638,α16129,ἀστήρ,n,n-s---mn3r,ἀστέρος,,,/as.tɛ̌ːr/,,0
15639,α16130,ἀστηρίδιον,n,n-s---nn2-,ἀστηριδίου,,,,,0
15640,α16131,ἀστήρικτος,a,aps---cn2-,ἀστήρικτος ἀστήρικτος ἀστήρικτον,,,,,0
15641,,ᾄστης,n,n-s---mn1e,ᾄστου,,,,,0
15642,α16218,ἄστριγγας,n,----------,,,,,,0
15643,α16217,ἄστριγας,n,----------,,,,,,0
15644,α16132,ἀστίαρχος,n,----------,,,,,,0
15645,α16133,ἀστιβής,a,aps---cn5s,ἀστιβής ἀστιβής ἀστιβές,,,,,0
15646,α16134,ἀστίβητος,a,aps---cn2-,ἀστίβητος ἀστίβητος ἀστίβητον,,,,,0
15647,α16135,ἀστιγής,a,aps---cn5s,ἀστιγής ἀστιγής ἀστιγές,,,,,0
15648,α16136,ἀστικός,a,aps---mn1-,ἀστικός ἀστική ἀστικόν,,,,,0
15649,α16137,ἄστικτος,a,aps---cn2-,ἄστικτος ἄστικτος ἄστικτον,,,,,0
15650,α16138,ἀστιξία,n,n-s---fn1l,ἀστιξίας,,,,,0
15651,α16139,ἄστιος,a,aps---mn1-,ἄστιος ἄστια ἄστιον,,,,,0
15652,α16140,ἀστίοχος,n,n-s---mn2-,ἀστιόχου,,,,,0
15654,α16142,ἀστίτης,n,n-s---mn1e,ἀστίτου,,,,,0
15655,α16143,ἀστλέγγιστος,a,aps---cn2-,ἀστλέγγιστος ἀστλέγγιστος ἀστλέγγιστον,,,,,0
15656,α16144,ἄστλιγξ,n,n-s---fn3e,ἄστλιγγος,,,,,0
15657,α16145,ἄστοβος,a,aps---cn2-,ἄστοβος ἄστοβος ἄστοβον,,,,,0
15659,α16147,ἄστοιχος,a,aps---cn2-,ἄστοιχος ἄστοιχος ἄστοιχον,,,,,0
15660,α16148,ἀστολόγος,n,n-s---mn2-,ἀστολόγου,,,,,0
15661,α16149,ἄστολος,a,aps---cn2-,ἄστολος ἄστολος ἄστολον,,,,,0
15662,α16150,ἀστομάχητος,n,----------,,,,,,0
15663,α16151,ἀστόμιος,a,aps---mn1-,ἀστόμιος ἀστόμια ἀστόμιον,,,,,0
15664,α16152,ἄστομος,a,aps---cn2-,ἄστομος ἄστομος ἄστομον,,,,,0
15665,α16153,ἀστόμωτος,a,aps---cn2-,ἀστόμωτος ἀστόμωτος ἀστόμωτον,,,,,0
15666,α16154,ἀστονάχητος,n,----------,,,,,,0
15667,α16155,ἄστονος,a,aps---cn2-,ἄστονος ἄστονος ἄστονον,,,,,0
15668,α16156,ἀστόξενος,n,n-s---cn2-,ἀστοξένου,,,,,0
15669,α16157,ἀστοργία,n,n-s---fn1l,ἀστοργίας,,,,,0
15670,α16158,ἄστοργος,a,aps---cn2-,ἄστοργος ἄστοργος ἄστοργον,,,,,0
15671,α16159,ἀστορής,a,aps---cn5s,ἀστορής ἀστορής ἀστορές,,,,,0
15672,α16160,ἀστός,n,n-s---mn2-,ἀστου,,,/as.tós/,,0
15673,α16161,ἀστόχαστος,a,aps---cn2-,ἀστόχαστος ἀστόχαστος ἀστόχαστον,,,,,0
15674,α16162,ἀστοχέω,v,----------,,,,,,0
15675,α16163,ἀστόχημα,n,n-s---nn3t,ἀστοχήματος,,,,,0
15676,α16164,ἀστοχία,n,n-s---fn1l,ἀστοχίας,,,,,0
15677,α16165,ἀστοχίζομαι,v,----------,,,,,,0
15678,α16166,ἄστοχος,a,aps---cn2-,ἄστοχος ἄστοχος ἄστοχον,,,,,0
15679,α16167,ἀστραβαλίζω,v,----------,,,,,,0
15680,α16168,ἄστραβδα,n,----------,,,,,,0
15681,α16169,ἀστραβεύω,v,----------,,,,,,0
15682,α16170,ἀστράβη,n,n-s---fn1e,ἀστράβης,,,,,0
15683,α16171,ἀστραβηλάτης,n,n-s---mn1e,ἀστραβηλάτου,,,,,0
15684,α16172,ἀστράβηλος,n,n-s---mn2-,ἀστραβήλου,,,,,0
15685,α16173,ἀστραβής,a,aps---cn5s,ἀστραβής ἀστραβής ἀστραβές,,,,,0
15686,α16174,ἀστραβίζω,v,----------,,,,,,0
15687,α16175,ἀστραβιστήρ,n,n-s---mn3r,ἀστραβιστῆρος,,,,,0
15688,α16176,ἀστραγάλειος,n,----------,,,,,,0
15689,α16177,ἀστραγάλη,n,n-s---fn1e,ἀστραγάλης,,,,,0
15690,α16178,ἀστραγαλίζω,v,----------,,,,,,0
15691,α16183,ἀστραγαλῖνος,n,n-s---mn2-,ἀστραγαλίνου,,,,,0
15693,α16180,ἀστραγαλίσκος,n,n-s---mn2-,ἀστραγαλίσκου,,,,,0
15694,α16181,ἀστραγαλιστής,n,n-s---mn1e,ἀστραγαλιστού,,,,,0
15695,α16182,ἀστραγαλιστικός,a,aps---mn1-,ἀστραγαλιστικός ἀστραγαλιστική ἀστραγαλιστικόν,,,,,0
15696,α16186,ἀστραγαλῖτις,n,n-s---fn3d,ἀστραγαλίτιδος,,,,,0
15697,α16184,ἀστραγαλόμαντις,n,n-s---mn3c,ἀστραγαλομάντεως,,,,,0
15698,α16185,ἀστράγαλος,n,n-s---mn2-,ἀστραγάλου,,,/as.trá.ɡa.los/,,0
15699,α16187,ἀστραγαλώδης,a,aps---cn3s,ἀστραγαλώδης ἀστραγαλώδης ἀστραγαλώ͂δες,,,,,0
15700,α16188,ἀστραγαλωτός,a,aps---mn1-,ἀστραγαλωτός ἀστραγαλωτή ἀστραγαλωτόν,,,,,0
15701,α16190,ἀστραῖος,a,aps---mn1-,ἀστραῖος ἀστραῖα ἀστραῖον,,,,,0
15704,α16192,ἀστραπή,n,n-s---fn1e,ἀστραπῆς,,,/as.tra.pɛ̌ː/,,0
15705,α16193,ἀστραπηβολέω,v,----------,,,,,,0
15707,α16195,ἀστραπηδόν,r,----------,,,,,,0
15708,α16196,ἀστραπηφορέω,v,----------,,,,,,0
15709,α16197,ἀστραπηφόρος,a,aps---cn2-,ἀστραπηφόρος ἀστραπηφόρος ἀστραπηφόρον,,,,,0
15710,α16198,ἀστράπιος,n,----------,,,,,,0
15711,α16199,ἀστραποειδής,a,aps---cn5s,ἀστραποειδής ἀστραποειδής ἀστραποειδές,,,,,0
15712,α16200,ἀστραποκτυποδίωκτα,n,----------,,,,,,0
15713,α16201,ἀστραπόπληκτος,a,aps---cn2-,ἀστραπόπληκτος ἀστραπόπληκτος ἀστραπόπληκτον,,,,,0
15714,α16202,ἀστραπτικός,a,aps---mn1-,ἀστραπτικός ἀστραπτική ἀστραπτικόν,,,,,0
15715,α16203,ἀστράπτω,v,----------,,,,,,0
15716,α16204,ἀστράρχη,n,n-s---fn1e,ἀστράρχης,,,,,0
15717,α16205,ἀστρατεία,n,n-s---fn1l,ἀστρατείας,,,,,0
15718,α16206,ἀστρατευσία,n,n-s---fn1l,ἀστρατευσίας,,,,,0
15719,α16207,ἀστράτευτος,a,aps---cn2-,ἀστράτευτος ἀστράτευτος ἀστράτευτον,,,,,0
15720,α16208,ἀστρατηγησία,n,n-s---fn1l,ἀστρατηγησίας,,,,,0
15721,α16209,ἀστρατήγητος,a,aps---cn2-,ἀστρατήγητος ἀστρατήγητος ἀστρατήγητον,,,,,0
15722,α16210,ἀστρατηγία,n,n-s---fn1l,ἀστρατηγίας,,,,,0
15723,α16211,ἀστραφής,a,aps---cn5s,ἀστραφής ἀστραφής ἀστραφές,,,,,0
15724,α16212,ἀστραφιστήρ,n,n-s---mn3r,ἀστραφιστῆρος,,,,,0
15725,α16213,ἄστραψις,n,n-s---fn3v,ἀστραψέως,,,,,0
15726,α16214,ἄστρεπτος,a,aps---cn2-,ἄστρεπτος ἄστρεπτος ἄστρεπτον,,,,,0
15727,α16215,ἀστρεφής,a,aps---cn5s,ἀστρεφής ἀστρεφής ἀστρεφές,,,,,0
15728,α16216,ἀστρηνές,n,n-p---nn2-,ἀστρηνέων,,,,,0
15729,α16219,ἀστρίζω,v,----------,,,,,,0
15730,α16220,ἀστρικός,a,aps---mn1-,ἀστρικός ἀστρική ἀστρικόν,,,,,0
15731,α16221,ἄστριον,n,n-s---nn2-,ἀστρίου,,,,,0
15732,α16222,ἄστρις,n,----------,,,,,,0
15733,α16223,ἀστροάρχη,n,----------,,,,,,0
15735,α16225,ἀστροβλής,n,----------,,,,,,0
15736,α16226,ἀστροβλησία,n,n-s---fn1l,ἀστροβλησίας,,,,,0
15737,α16227,ἀστρόβλητος,a,aps---cn2-,ἀστρόβλητος ἀστρόβλητος ἀστρόβλητον,,,,,0
15738,α16234,ἀστροβοᾶν,n,----------,,,,,,0
15739,α16228,ἀστροβολέομαι,v,----------,,,,,,0
15740,α16229,ἀστροβολησία,n,n-s---fn1l,ἀστροβολησίας,,,,,0
15741,α16230,ἀστροβόλητος,a,aps---cn2-,ἀστροβόλητος ἀστροβόλητος ἀστροβόλητον,,,,,0
15742,α16231,ἀστροβολία,n,n-s---fn1l,ἀστροβολίας,,,,,0
15743,α16232,ἀστροβολίζομαι,v,----------,,,,,,0
15744,α16233,ἀστρόβολος,a,aps---cn2-,ἀστρόβολος ἀστρόβολος ἀστρόβολον,,,,,0
15745,α16235,ἀστροβρόντης,n,n-s---mn1e,ἀστροβρόντου,,,,,0
15746,α16236,ἀστρογείτων,a,aps---cn3n,ἀστρογείτων ἀστρογείτων ἀστρογείτον,,,,,0
15747,α16237,ἀστροδάμας,n,----------,,,,,,0
15748,α16238,ἀστροδίαιτος,a,----------,,,,,,0
15749,α16239,ἀστροδώρητος,a,aps---cn2-,ἀστροδώρητος ἀστροδώρητος ἀστροδώρητον,,,,,0
16187,,Ἄτλας,n,n-s---mn3-,Ἄτλαντος,,,/á.tlaːs/,,0
15751,α16241,ἀστροθεάμων,a,----------,,,,,,0
15752,α16242,ἀστροθεσία,n,n-s---fn1l,ἀστροθεσίας,,,,,0
15753,α16243,ἀστροθετέω,v,----------,,,,,,0
15754,α16244,ἀστροθέτημα,n,n-s---nn3t,ἀστροθετήματος,,,,,0
15755,α16245,ἀστροθέτης,n,n-s---mn1e,ἀστροθέτου,,,,,0
15756,α16246,ἀστρόθετος,a,aps---cn2-,ἀστρόθετος ἀστρόθετος ἀστρόθετον,,,,,0
15757,α16247,ἀστροθύτης,n,n-s---mn1e,ἀστροθύτου,,,,,0
15758,α16248,ἀστροί̈της,n,n-s---mn1e,ἀστροΐτου,,,,,0
15759,α16249,ἀστροκύων,n,----------,,,,,,0
15760,α16250,ἀστρολάβος,n,n-s---mn2-,ἀστρολάβου,,,,,0
15761,α16251,ἀστρολογέω,v,----------,,,,,,0
15763,α16253,ἀστρολογία,n,n-s---fn1l,ἀστρολογίας,,,/as.tro.lo.ɡí.aː/,,0
15764,α16254,ἀστρολογικός,a,aps---mn1-,ἀστρολογικός ἀστρολογική ἀστρολογικόν,,,,,0
15765,α16255,ἀστρολόγος,a,aps---cn2-,ἀστρολόγος ἀστρολόγος ἀστρολόγον,,,/as.tro.ló.ɡos/,,0
15766,α16256,ἀστρομαντεία,n,n-s---fn1l,ἀστρομαντείας,,,,,0
15767,α16257,ἀστρομαντική,n,n-s---fn1e,ἀστρομαντικῆς,,,,,0
15768,α16258,ἀστρόμαντις,n,n-s---mn3c,ἀστρομάντεως,,,,,0
15769,α16259,ἄστρον,n,n-s---nn2-,ἄστρου,,,/ás.tron/,,0
15770,α16260,ἀστρονομέω,v,----------,,,,,,0
15771,α16261,ἀστρονόμημα,n,n-s---nn3t,ἀστρονομήματος,,,,,0
15772,α16262,ἀστρονομία,n,n-s---fn1l,ἀστρονομίας,,,/as.tro.no.mí.aː/,,0
15773,α16263,ἀστρονομικός,a,aps---mn1-,ἀστρονομικός ἀστρονομική ἀστρονομικόν,,,,,0
15774,α16264,ἀστρονόμος,n,n-s---mn2-,ἀστρονόμου,,,,,0
15775,α16265,ἀστρόπληγος,a,aps---cn2-,ἀστρόπληγος ἀστρόπληγος ἀστρόπληγον,,,,,0
15776,α16266,ἀστροποιέω,v,----------,,,,,,0
15777,α16268,ἀστροσκοπέω,v,----------,,,,,,0
15778,α16269,ἀστροσκοπία,n,n-s---fn1l,ἀστροσκοπίας,,,,,0
15779,α16270,ἀστροτέχνημα,n,n-s---nn3t,ἀστροτεχνήματος,,,,,0
15781,α16272,ἀστροφαής,a,aps---cn5s,ἀστροφαής ἀστροφαής ἀστροφαές,,,,,0
15782,α16273,ἀστροφεγγής,a,aps---cn5s,ἀστροφεγγής ἀστροφεγγής ἀστροφεγγές,,,,,0
15783,α16274,ἀστροφόρος,a,aps---cn2-,ἀστροφόρος ἀστροφόρος ἀστροφόρον,,,,,0
15784,α16275,ἄστροφος,a,aps---cn2-,ἄστροφος ἄστροφος ἄστροφον,,,,,0
15785,α16276,ἀστροχίτων,n,----------,,,,,,0
15786,α16277,ἀστρώδης,a,aps---cn3s,ἀστρώδης ἀστρώδης ἀστρώ͂δες,,,,,0
15787,α16267,ἀστρῷος,a,aps---mn1-,ἀστρῷος ἀστρῷα ἀστρῷον,,aps---cn2-=ἀστρῷος aps---cn2-=ἀστρῷος aps---nn2-=ἀστρῷον,,,0
15788,α16278,ἀστρωπός,a,aps---cn2-,ἀστρωπός ἀστρωπός ἀστρωπόν,,,,,0
15789,α16279,ἀστρωσία,n,n-s---fn1l,ἀστρωσίας,,,,,0
15790,α16280,ἄστρωτος,a,aps---cn2-,ἄστρωτος ἄστρωτος ἄστρωτον,,,,,0
15791,α16281,ἄστυ,n,n-s---nn3v,ἄσεος,,,/ás.ty/,,0
15792,α16282,ἀστυάναξ,n,----------,,,,,,0
15793,α16283,ἀστύαρχος,n,n-s---mn2-,ἀστυάρχου,,,,,0
