9,πολυκέντητος,a,aps---cn2-,πολυκέντητος πολυκέντητος πολυκέντητον,,,,,0
85013,π12056,πρόσγειος,a,aps---cn2-,πρόσγειος πρόσγειος πρόσγειον,,,,,0
85014,π12057,προσγειτνιάω,v,----------,,,,,,0
85015,π12058,προσγελάω,v,----------,,,,,,0
85016,π12059,προσγένημα,n,n-s---nn3t,προσγενήματος,,,,,0
85017,π12060,προσγενής,a,aps---cn5s,προσγενής προσγενής προσγενές,,,,,0
85018,π12061,προσγέννησις,n,n-s---fn3v,προσγεννησέως,,,,,0
85019,π12062,πρόσγευσις,n,n-s---fn3v,προσγευσέως,,,,,0
85020,π12063,προσγίγνομαι,v,----------,,,,,,0
85021,π12064,προσγιγνώσκω,v,----------,,,,,,0
85022,π12065,προσγλισχραίνω,v,----------,,,,,,0
85023,π12066,προσγλίχομαι,v,----------,,,,,,0
85024,π12067,προσγομφόω,v,----------,,,,,,0
85025,π12068,πρόσγονος,a,aps---cn2-,πρόσγονος πρόσγονος πρόσγονον,,,,,0
85026,π12069,πρόσγραμμα,n,n-s---nn3t,προσγράμματος,,,,,0
85027,π12070,προσγραφή,n,n-s---fn1e,προσγραφῆς,,,,,0
85028,π12071,πρόσγραφος,a,aps---cn2-,πρόσγραφος πρόσγραφος πρόσγραφον,,,,,0
85029,π12072,προσγράφω,v,----------,,,,/proz.ɡrá.pʰɔː/,,0
85030,π12073,προσγυμνάζω,v,----------,,,,,,0
85031,π12074,προσγυμναστής,n,n-s---mn1e,προσγυμναστού,,,,,0
85032,π12075,προσδανείζω,v,----------,,,,,,0
85033,π12076,προσδαπανάω,v,----------,,,,,,0
85034,π12077,προσδατέομαι,v,----------,,,,,,0
85035,π12078,προσδαψιλεύομαι,v,----------,,,,,,0
85036,π12079,πρόσδεγμα,n,n-s---nn3t,προσδέγματος,,,,,0
85037,π12080,προσδεδοκημένως,r,----------,,,,,,0
85039,π12082,προσδέησις,n,n-s---fn3v,προσδεησέως,,,,,0
85040,π12083,προσδείδω,v,----------,,,,,,0
85041,π12084,προσδείκνυμι,v,----------,,,,,,0
85042,π12085,προσδεικτέον,v,----------,,,,,,0
85043,π12086,προσδεκτέος,a,aps---mn1-,προσδεκτέος προσδεκτέα προσδεκτέον,,,,,0
85044,π12087,προσδεκτός,a,aps---mn1-,προσδεκτός προσδεκτή προσδεκτόν,,,,,0
85045,π12088,πρόσδενδρος,a,aps---cn2-,πρόσδενδρος πρόσδενδρος πρόσδενδρον,,,,,0
85048,π12091,προσδέρκομαι,v,----------,,,,,,0
85049,π12092,πρόσδεσις,n,n-s---fn3v,προσδεσέως,,,,,0
85050,π12093,προσδεσμεύω,v,----------,,,,,,0
85051,π12094,προσδεσμέω,v,----------,,,,,,0
85052,π12095,προσδετέον,v,----------,,,,,,0
85054,π12097,προσδέχομαι,v,----------,,,,,,0
85055,π12098,προσδεχομένως,r,----------,,,,,,0
85056,π12099,προσδέω,v,----------,,,,,,0
85057,π12100,προσδέω,v,----------,,,,,,0
85058,π12101,προσδηλέομαι,v,----------,,,,,,0
85059,π12102,προσδηλόω,v,----------,,,,,,0
85060,π12103,προσδημαγωγέω,v,----------,,,,,,0
85061,π12106,προσδιαβάλλω,v,----------,,,,,,0
85062,π12107,προσδιαγράφω,v,----------,,,,,,0
85063,π12108,προσδιαιρετέον,a,----------,,,,,,0
85064,π12109,προσδιαιρέω,v,----------,,,,,,0
85065,π12110,προσδιαιτάομαι,v,----------,,,,,,0
85066,π12112,προσδιακριβόω,v,----------,,,,,,0
85067,π12113,προσδιακρίνω,v,----------,,,,,,0
85068,π12114,προσδιαλαμβάνω,v,----------,,,,,,0
85069,π12115,προσδιαλέγομαι,v,----------,,,,,,0
85070,π12116,προσδιαληπτέον,v,----------,,,,,,0
85071,π12117,προσδιαλύω,v,----------,,,,,,0
85072,π12118,προσδιαμαρτυρέω,v,----------,,,,,,0
85073,π12119,προσδιαμαχέω,v,----------,,,,,,0
85074,π12120,προσδιαναγκάζω,v,----------,,,,,,0
85075,π12121,προσδιανέμω,v,----------,,,,,,0
85076,π12122,προσδιανίσταμαι,v,----------,,,,,,0
85077,π12123,προσδιανοέομαι,v,----------,,,,,,0
85078,π12124,προσδιανοητέον,a,----------,,,,,,0
85079,π12125,προσδιαπολεμέω,v,----------,,,,,,0
85080,π12126,προσδιαπορέω,v,----------,,,,,,0
85081,π12127,προσδιαπράσσω,v,----------,,,,,,0
85083,π12129,προσδιαρκέω,v,----------,,,,,,0
85084,π12130,προσδιαρπάζω,v,----------,,,,,,0
85085,π12131,προσδιασαφέω,v,----------,,,,,,0
85086,π12132,προσδιασάφησις,n,n-s---fn3v,προσδιασαφησέως,,,,,0
85087,π12133,προσδιασείω,v,----------,,,,,,0
85088,π12134,προσδιασταλτέον,a,----------,,,,,,0
85089,π12135,προσδιαστέλλω,v,----------,,,,,,0
85090,π12136,προσδιαστρέφω,v,----------,,,,,,0
85091,π12137,προσδιασύρω,v,----------,,,,,,0
85092,π12138,προσδιαταράσσω,v,----------,,,,,,0
85093,π12139,προσδιατάσσω,v,----------,,,,,,0
85094,π12140,προσδιατείνω,v,----------,,,,,,0
85095,π12141,προσδιατίθημι,v,----------,,,,,,0
85096,π12142,προσδιατρίβω,v,----------,,,,,,0
85097,π12143,προσδιαφέρομαι,v,----------,,,,,,0
85098,π12144,προσδιαφθείρω,v,----------,,,,,,0
85100,π12146,προσδιδάσκω,v,----------,,,,,,0
85101,π12147,προσδίδωμι,v,----------,,,,,,0
85102,π12148,προσδιεγγυάω,v,----------,,,,,,0
85104,π12150,προσδιέρχομαι,v,----------,,,,,,0
85105,π12151,προσδιευκρινέω,v,----------,,,,,,0
85106,π12152,προσδιηγέομαι,v,----------,,,,,,0
85107,π12153,προσδιηθέω,v,----------,,,,,,0
85108,π12154,προσδιίστημι,v,----------,,,,,,0
85109,π12155,προσδικάζω,v,----------,,,,,,0
85110,π12156,προσδιοικέω,v,----------,,,,,,0
85111,π12158,προσδιορθόω,v,----------,,,,,,0
85112,π12159,προσδιορίζω,v,----------,,,,,,0
85113,π12160,προσδιορισμός,n,----------,,,,,,0
85115,π12162,πρόσδιφος,a,aps---cn2-,πρόσδιφος πρόσδιφος πρόσδιφον,,,,,0
85116,π12163,προσδοκάω,v,----------,,,,/proz.do.ká.ɔː/,,0
85117,π12164,προσδοκέω,v,----------,,,,,,0
85118,π12165,προσδόκημα,n,n-s---nn3t,προσδοκήματος,,,,,0
85119,π12166,προσδοκητέον,v,----------,,,,,,0
85120,π12167,προσδοκητός,a,aps---mn1-,προσδοκητός προσδοκητή προσδοκητόν,,,,,0
85121,π12168,προσδοκία,n,n-s---fn1l,προσδοκίας,,,/proz.do.kí.aː/,,0
85122,π12169,προσδόκιμος,a,aps---cn2-,προσδόκιμος προσδόκιμος προσδόκιμον,,,,,0
85123,π12170,προσδοξάζω,v,----------,,,,,,0
85124,π12171,προσδόρπιος,n,----------,,,,,,0
85125,π12173,προσδόσιμον,n,n-s---nn2-,προσδοσίμου,,,,,0
85126,π12174,πρόσδοσις,n,n-s---fn3v,προσδοσέως,,,,,0
85127,π12175,προσδουλεύω,v,----------,,,,,,0
85128,π12176,προσδοχή,n,n-s---fn1e,προσδοχῆς,,,,,0
85129,π12177,προσδρομή,n,n-s---fn1e,προσδρομῆς,,,,,0
85130,π12178,προσδύνω,v,----------,,,,,,0
85131,π12179,προσδυσκολαίνω,v,----------,,,,,,0
85133,π12182,προσδωρέομαι,v,----------,,,,,,0
85134,π12183,προσεάω,v,----------,,,,,,0
85135,π12184,προσεβάζομαι,v,----------,,,,,,0
85136,π12185,προσεγγελάω,v,----------,,,,,,0
85137,π12186,προσεγγίζω,v,----------,,,,,,0
85138,π12187,προσεγγράφω,v,----------,,,,,,0
85139,π12188,προσεγγυάομαι,v,----------,,,,,,0
85140,π12189,προσεγείρω,v,----------,,,,,,0
85141,π12190,προσεγκαλέω,v,----------,,,,,,0
85142,π12191,προσέγκειμαι,v,----------,,,,,,0
85143,π12192,προσεγκελεύομαι,v,----------,,,,,,0
85144,π12193,προσεγκολάπτω,v,----------,,,,,,0
85145,π12194,προσεγρήγορα,v,----------,,,,,,0
85146,π12195,προσεγχέω,v,----------,,,,,,0
85147,π12196,προσεγχρίμπτω,v,----------,,,,,,0
85148,π12197,προσεγχρίω,v,----------,,,,,,0
85149,π12198,προσεγχώννυμι,v,----------,,,,,,0
85150,π12199,προσεδαφίζω,v,----------,,,,,,0
85151,π12200,προσεδρεία,n,n-s---fn1l,προσεδρείας,,,,,0
85153,π12202,προσεδρεύω,v,----------,,,,,,0
85154,π12203,προσεδρία,n,----------,,,,,,0
85155,π12204,προσεδρικῶς,n,----------,,,,,,0
85156,π12205,πρόσεδρος,a,aps---cn2-,πρόσεδρος πρόσεδρος πρόσεδρον,,,,,0
85157,π12206,προσεθίζω,v,----------,,,,,,0
85159,π12208,προσεθιστέον,a,----------,,,,,,0
85160,π12209,προσειδέναι,n,----------,,,,,,0
85162,π12211,πρόσειδον,v,----------,,,,,,0
85163,π12212,προσεικάζω,v,----------,,,,,,0
85165,π12214,προσεικέναι,n,----------,,,,,,0
85166,π12215,προσεικής,a,aps---cn5s,προσεικής προσεικής προσεικές,,,,,0
85167,π12216,προσειλέω,v,----------,,,,,,0
85168,π12217,προσείλημα,n,n-s---nn3t,προσειλήματος,,,,,0
85169,π12218,πρόσειλος,a,aps---cn2-,πρόσειλος πρόσειλος πρόσειλον,,,,,0
85170,π12220,πρόσειμι,n,----------,,,,,,0
85171,π12219,πρόσειμι,v,----------,,,,,,0
85172,π12541,προσεῖπον,v,----------,,,,/pro.sêː.pon/,,0
85173,π12221,προσείρομαι,v,----------,,,,,,0
85174,π12222,προσείρω,v,----------,,,,,,0
85175,π12223,προσεισάγω,v,----------,,,,,,0
85176,π12224,προσεισδέχομαι,v,----------,,,,,,0
85177,π12225,προσεισέρχομαι,v,----------,,,,,,0
85178,π12226,προσεισευπορέω,v,----------,,,,,,0
85179,π12227,προσεισκρίνω,v,----------,,,,,,0
85180,π12228,προσεισοδιασμός,n,----------,,,,,,0
85181,π12229,προσεισπράσσω,v,----------,,,,,,0
85182,π12230,προσεισφέρω,v,----------,,,,,,0
85183,π12231,προσεισφορά,n,n-s---fn1l,προσεισφορᾶς,,,,,0
85184,π12232,προσείω,v,----------,,,,,,0
85185,π12233,προσεκβάλλω,v,----------,,,,,,0
85186,π12234,προσεκβοάω,v,----------,,,,,,0
85187,π12235,προσεκδεκτέον,a,----------,,,,,,0
85188,π12236,προσεκδέρω,v,----------,,,,,,0
85189,π12237,προσεκδιδάσκω,v,----------,,,,,,0
85190,π12238,προσεκδίδωμι,v,----------,,,,,,0
85191,π12239,προσεκθλίβω,v,----------,,,,,,0
85192,π12240,προσεκθρῴσκω,v,----------,,,,,,0
85193,π12241,προσεκκαθαίρω,v,----------,,,,,,0
85194,π12242,προσεκκαίω,v,----------,,,,,,0
85195,π12243,προσεκκαλύπτω,v,----------,,,,,,0
85197,π12245,προσεκκόπτω,v,----------,,,,,,0
85198,π12246,προσεκλεαίνω,v,----------,,,,,,0
85199,π12247,προσεκλέγω,v,----------,,,,,,0
85200,π12248,προσεκλογίζομαι,v,----------,,,,,,0
85201,π12249,προσεκλοιδορέω,v,----------,,,,,,0
85202,π12250,προσεκλύω,v,----------,,,,,,0
85203,π12251,προσεκμαίνομαι,v,----------,,,,,,0
85204,π12252,προσεκπέμπω,v,----------,,,,,,0
85205,π12253,προσεκπίπτω,v,----------,,,,,,0
85206,π12254,προσεκπλατύνω,v,----------,,,,,,0
85207,π12255,προσεκπληρόω,v,----------,,,,,,0
85208,π12256,προσεκπνέω,v,----------,,,,,,0
85209,π12257,προσεκπονέω,v,----------,,,,,,0
85210,π12258,προσεκπορίζω,v,----------,,,,,,0
85211,π12259,προσεκποτέον,a,----------,,,,,,0
85212,π12260,προσεκπρίαμαι,v,----------,,,,,,0
85213,π12261,προσεκπυρόω,v,----------,,,,,,0
85216,π12264,προσεκταράσσω,v,----------,,,,,,0
85217,π12265,προσεκτείνω,v,----------,,,,,,0
85218,π12266,προσεκτέον,v,----------,,,,,,0
85219,π12267,προσεκτίθημι,v,----------,,,,,,0
85220,π12268,προσεκτικός,a,aps---mn1-,προσεκτικός προσεκτική προσεκτικόν,,,,,0
85221,π12269,προσεκτίλλω,v,----------,,,,,,0
85222,π12270,προσεκτίνω,v,----------,,,,,,0
85223,π12271,προσεκτραχηλίζω,v,----------,,,,,,0
85224,π12272,προσεκτυφλόω,v,----------,,,,,,0
85225,π12273,προσεκφέρω,v,----------,,,,,,0
85226,π12274,προσεκφοβέω,v,----------,,,,,,0
85227,π12275,προσεκφυτεύω,v,----------,,,,,,0
85228,π12276,προσεκχλευάζω,v,----------,,,,,,0
85229,π12277,προσέλασις,n,n-s---fn3v,προσελασέως,,,,,0
85230,π12278,προσελαύνω,v,----------,,,,,,0
85231,π12279,προσελαφρύνω,v,----------,,,,,,0
85232,π12280,προσέλευσις,n,n-s---fn3v,προσελευσέως,,,,,0
85233,π12281,προσελευστέον,v,----------,,,,,,0
85234,π12282,προσελέω,v,----------,,,,,,0
85236,π12284,προσέληνος,a,aps---cn2-,προσέληνος προσέληνος προσέληνον,,,,,0
85237,π13869,προυσέληνος,a,----------,,,,,,0
85238,π12285,προσέλκω,v,----------,,,,,,0
85239,π12286,προσελλείπω,v,----------,,,,,,0
85240,π12287,προσελπίζω,v,----------,,,,,,0
85241,π12288,προσελυτρόω,v,----------,,,,,,0
85242,π12289,προσελώδης,a,aps---cn3s,προσελώδης προσελώδης προσελώ͂δες,,,,,0
85243,π12290,προσεμβαίνω,v,----------,,,,,,0
85244,π12291,προσεμβάλλω,v,----------,,,,,,0
85245,π12292,προσεμβατεύω,v,----------,,,,,,0
85246,π12293,προσεμβλέπω,v,----------,,,,,,0
85247,π12294,προσεμβρεκτέον,a,----------,,,,,,0
85248,π12295,προσεμβρέχω,v,----------,,,,,,0
85249,π12296,προσεμβριμάομαι,v,----------,,,,,,0
85250,π12297,προσεμματεύω,v,----------,,,,,,0
85251,π12298,προσεμπαίω,v,----------,,,,,,0
85252,π12299,προσεμπάσσω,v,----------,,,,,,0
85253,π12300,προσεμπεδόω,v,----------,,,,,,0
85254,π12301,προσεμπικραίνομαι,v,----------,,,,,,0
85255,π12302,προσεμπίπρημι,v,----------,,,,,,0
85256,π12303,προσεμπίπτω,v,----------,,,,,,0
85257,π12304,προσεμπλάσσω,v,----------,,,,,,0
85258,π12305,προσεμπολάω,v,----------,,,,,,0
85259,π12306,προσεμπονέω,v,----------,,,,,,0
85260,π12307,προσεμπυρίζω,v,----------,,,,,,0
85261,π12308,προσεμφαίνομαι,v,----------,,,,,,0
85262,π12309,προσεμφανίζω,v,----------,,,,,,0
85263,π12310,προσεμφέρεια,n,n-s---fn1s,προσεμφέρειας,,,,,0
85265,π12312,προσεμφέρω,v,----------,,,,,,0
85266,π12313,προσεμφορέω,v,----------,,,,,,0
85267,π12314,προσεμφορητέον,v,----------,,,,,,0
85652,π12701,προσιτέον,v,----------,,,,,,0
85269,π12316,προσεμφυσάω,v,----------,,,,,,0
85270,π12317,προσεμφυσιόω,v,----------,,,,,,0
85271,π12318,προσεμφύω,v,----------,,,,,,0
85273,π12320,προσεναλείφω,v,----------,,,,,,0
85274,π12321,προσενδαψιλεύομαι,v,----------,,,,,,0
85275,π12322,προσενδείκνυμαι,v,----------,,,,,,0
85276,π12323,προσενδέχομαι,v,----------,,,,,,0
85277,π12324,προσενδίδωμι,v,----------,,,,,,0
85278,π12325,προσένεγξις,n,n-s---fn3v,προσενεγξέως,,,,,0
85279,π12326,προσενεκτέον,v,----------,,,,,,0
85280,π12327,προσενέχομαι,v,----------,,,,,,0
85281,π12328,προσενεχυράζω,v,----------,,,,,,0
85282,π12329,προσενθυμέομαι,v,----------,,,,,,0
85283,π12330,προσενθυμητέον,a,----------,,,,,,0
85284,π12331,προσενίημι,v,----------,,,,,,0
85285,π12332,προσεννέπω,v,----------,,,,,,0
85286,π12333,προσεννοέω,v,----------,,,,,,0
85287,π12334,προσενοχλέω,v,----------,,,,,,0
85288,π12335,προσενόω,v,----------,,,,,,0
85290,π12337,προσένταξις,n,n-s---fn3v,προσενταξέως,,,/pro.sén.tak.sis/,,0
85291,π12338,προσεντάττω,v,----------,,,,,,0
85292,π12339,προσεντείνω,v,----------,,,,,,0
85293,π12340,προσεντέλλομαι,v,----------,,,,,,0
85294,π12341,προσεντυγχάνω,v,----------,,,,,,0
85295,π12342,προσεντυπόω,v,----------,,,,,,0
85296,π12343,προσενυβρίζω,v,----------,,,,,,0
85297,π12344,προσενυφαίνω,v,----------,,,,,,0
85298,π12345,προσεξαγριαίνω,v,----------,,,,,,0
85299,π12346,προσεξαίρω,v,----------,,,,,,0
85300,π12347,προσεξαμαρτάνω,v,----------,,,,,,0
85301,π12348,προσεξανδραποδίζομαι,v,----------,,,,,,0
85302,π12349,προσεξανίσταμαι,v,----------,,,,,,0
85303,π12350,προσεξαπατάω,v,----------,,,,,,0
85304,π12351,προσεξαπλόω,v,----------,,,,,,0
85305,π12352,προσεξάπτω,v,----------,,,,,,0
85306,π12353,προσεξασκέω,v,----------,,,,,,0
85307,π12354,προσέξαψις,n,n-s---fn3v,προσεξαψέως,,,,,0
85308,π12355,προσεξελαύνω,v,----------,,,,,,0
85309,π12356,προσεξελέγχω,v,----------,,,,,,0
85310,π12357,προσεξελίσσω,v,----------,,,,,,0
85311,π12358,προσεξεμέω,v,----------,,,,,,0
85313,π12360,προσεξερεθίζω,v,----------,,,,,,0
85314,π12361,προσεξερείδομαι,v,----------,,,,,,0
85315,π12362,προσεξέρχομαι,v,----------,,,,,,0
85316,π12363,προσεξετάζω,v,----------,,,,,,0
85317,π12364,προσεξεταστέον,a,----------,,,,,,0
85318,π12365,προσεξευπορέω,v,----------,,,,,,0
85319,π12366,προσεξεύρεσις,n,n-s---fn3v,προσεξευρεσέως,,,,,0
85320,π12367,προσεξευρίσκω,v,----------,,,,,,0
85321,π12368,προσεξηγέομαι,v,----------,,,,,,0
85322,π12369,προσεξηπειρόω,v,----------,,,,,,0
85323,π12370,προσεξικμάζω,v,----------,,,,,,0
85325,π12372,προσεξίστημι,v,----------,,,,,,0
85326,π12373,προσεξορκίζω,v,----------,,,,,,0
85327,π12374,προσεξυβρίζω,v,----------,,,,,,0
85328,π12375,προσεξυφαίνω,v,----------,,,,,,0
85329,π12376,προσέοικα,v,----------,,,,,,0
85330,π12377,προσεοικότως,r,----------,,,,,,0
85331,π12379,προσεπαγγέλλομαι,v,----------,,,,,,0
85332,π12380,προσεπάγω,v,----------,,,,,,0
85333,π12390,προσεπᾴδω,v,----------,,,,,,0
85334,π12381,προσεπαινέω,v,----------,,,,,,0
85335,π12382,προσεπαίρω,v,----------,,,,,,0
85337,π12384,προσεπανερέσθαι,v,----------,,,,,,0
85338,π12385,προσεπαπειλέω,v,----------,,,,,,0
85339,π12386,προσεπαράομαι,v,----------,,,,,,0
85340,π12387,προσεπάρχω,v,----------,,,,,,0
85341,π12388,προσεπαυξάνω,v,----------,,,,,,0
85342,π12389,προσεπαυρίσκομαι,v,----------,,,,,,0
85343,π12391,προσεπεῖδον,v,----------,,,,,,0
85344,π12401,προσεπεῖπον,v,----------,,,,,,0
85345,π12392,προσεπεισάγω,v,----------,,,,,,0
85346,π12393,προσεπεισφέρω,v,----------,,,,,,0
85347,π12394,προσεπεισφορέω,v,----------,,,,,,0
85348,π12395,προσεπεκθλίβω,v,----------,,,,,,0
85349,π12396,προσεπεκτείνω,v,----------,,,,,,0
85350,π12397,προσεπελπίζω,v,----------,,,,,,0
85351,π12398,προσεπεμβάλλω,v,----------,,,,,,0
85353,π12400,προσεπεξευρίσκω,v,----------,,,,,,0
85354,π12402,προσεπερωτάω,v,----------,,,,,,0
85355,π12403,προσεπερωτητής,n,n-s---mn1e,προσεπερωτητού,,,,,0
85356,π12404,προσεπεύχομαι,v,----------,,,,,,0
85357,π12405,προσεπευωνίζω,v,----------,,,,,,0
85358,π12406,προσεπέχω,v,----------,,,,,,0
85359,π12407,προσεπηρεάζω,v,----------,,,,,,0
85360,π12408,προσεπηχέω,v,----------,,,,,,0
85361,π12409,προσεπί,r,----------,,,,,,0
85362,π12410,προσεπιβάλλω,v,----------,,,,,,0
85363,π12411,προσεπιβλάπτω,v,----------,,,,,,0
85364,π12412,προσεπιβλαστάνω,v,----------,,,,,,0
85365,π12413,προσεπιβλέπω,v,----------,,,,,,0
85366,π12414,προσεπιβοάω,v,----------,,,,,,0
85367,π12415,προσεπιβοηθέω,v,----------,,,,,,0
85368,π12416,προσεπιγεννάω,v,----------,,,,,,0
85369,π12417,προσεπιγίγνομαι,v,----------,,,,,,0
85370,π12418,προσεπιγράφω,v,----------,,,,,,0
85372,π12420,προσεπιδείκνυμι,v,----------,,,,,,0
85373,π12421,προσεπιδέομαι,v,----------,,,,,,0
85374,π12422,προσεπιδεσμέω,v,----------,,,,,,0
85375,π12423,προσεπιδέχομαι,v,----------,,,,,,0
85376,π12424,προσεπιδέω,v,----------,,,,,,0
85377,π12425,προσεπιδημέω,v,----------,,,,,,0
85378,π12426,προσεπιδιαιρέω,v,----------,,,,,,0
85379,π12427,προσεπιδιακαίω,v,----------,,,,,,0
85381,π12429,προσεπιδιίσταμαι,v,----------,,,,,,0
85382,π12430,προσεπιδιορίζω,v,----------,,,,,,0
85383,π12431,προσεπιδοξάζω,v,----------,,,,,,0
85385,π12433,προσεπιζευγνύω,v,----------,,,,,,0
85386,π12434,προσεπιζητέω,v,----------,,,,,,0
85387,π12435,προσεπιθεάομαι,v,----------,,,,,,0
85388,π12436,προσεπιθεσπίζω,v,----------,,,,,,0
85389,π12437,προσεπιθετέον,a,----------,,,,,,0
85390,π12438,προσεπιθεωρίω,v,----------,,,,,,0
85391,π12439,προσεπιθλιπτέον,v,----------,,,,,,0
85392,π12440,προσεπικαλέω,v,----------,,,,,,0
85393,π12441,προσεπικατάγω,v,----------,,,,,,0
85394,π12442,προσεπικαταδέω,v,----------,,,,,,0
85395,π12443,προσεπικαταστρέφω,v,----------,,,,,,0
85396,π12444,προσεπικατατείνω,v,----------,,,,,,0
85397,π12445,προσεπικαταψεύδομαι,v,----------,,,,,,0
85398,π12446,προσεπίκειμαι,v,----------,,,,,,0
85399,π12447,προσεπικερτομέω,v,----------,,,,,,0
85400,π12448,προσεπικηρύσσω,v,----------,,,,,,0
85401,π12449,προσεπικοσμέω,v,----------,,,,,,0
85402,π12450,προσεπικρίνω,v,----------,,,,,,0
85404,π12452,προσεπικτάομαι,v,----------,,,,,,0
85405,π12453,προσεπιλαμβάνω,v,----------,,,,,,0
85406,π12454,προσεπιλεαίνω,v,----------,,,,,,0
85407,π12455,προσεπιλέγω,v,----------,,,,,,0
85408,π12456,προσεπιλιπαίνω,v,----------,,,,,,0
85409,π12457,προσεπιλιχμάομαι,v,----------,,,,,,0
85410,π12458,προσεπιλογίζομαι,v,----------,,,,,,0
85411,π12459,προσεπιλοιμώττω,v,----------,,,,,,0
85412,π12460,προσεπιμανθάνω,v,----------,,,,,,0
85413,π12461,προσεπιμασάομαι,v,----------,,,,,,0
85414,π12462,προσεπιμελέομαι,v,----------,,,,,,0
85415,π12463,προσεπιμερίζω,v,----------,,,,,,0
85416,π12464,προσεπιμετρέω,v,----------,,,,,,0
85417,π12465,προσεπιμηχανάομαι,v,----------,,,,,,0
85418,π12466,προσεπιμιμνήσκομαι,v,----------,,,,,,0
85419,π12467,προσεπινέμω,v,----------,,,,,,0
85420,π12468,προσεπινεύω,v,----------,,,,,,0
85421,π12469,προσεπινοέω,v,----------,,,,,,0
85422,π12470,προσεπινύσσω,v,----------,,,,,,0
85423,π12471,προσεπιορκέω,v,----------,,,,,,0
85425,π12473,προσεπιπάσσω,v,----------,,,,,,0
85426,π12474,προσεπιπέμπω,v,----------,,,,,,0
85427,π12475,προσεπιπηδάω,v,----------,,,,,,0
85428,π12476,προσεπιπλάσσω,v,----------,,,,,,0
85429,π12477,προσεπιπλέκω,v,----------,,,,,,0
85430,π12478,προσεπιπλέω,v,----------,,,,,,0
85431,π12479,προσεπιπληρόω,v,----------,,,,,,0
85432,π12480,προσεπιπλήσσω,v,----------,,,,,,0
85433,π12481,προσεπιπονέω,v,----------,,,,,,0
85434,π12482,προσεπιρραίνω,v,----------,,,,,,0
85437,π12485,προσεπιρρίπτω,v,----------,,,,,,0
85438,π12486,προσεπιρροφέω,v,----------,,,,,,0
85439,π12487,προσεπιρρώννυμι,v,----------,,,,,,0
85440,π12488,προσεπισεμνύνω,v,----------,,,,,,0
85441,π12489,προσεπισημαίνω,v,----------,,,,,,0
85442,π12490,προσεπισιτίζομαι,v,----------,,,,,,0
85443,π12491,προσεπισκεπτέον,a,----------,,,,,,0
85444,π12492,προσεπισκέπτομαι,v,----------,,,,,,0
85445,π12493,προσεπισκευάζω,v,----------,,,,,,0
85446,π12494,προσεπισκήπτω,v,----------,,,,,,0
85447,π12495,προσεπισκοπέω,v,----------,,,,,,0
85448,π12496,προσεπισκώπτω,v,----------,,,,,,0
85449,π12497,προσεπισπάομαι,v,----------,,,,,,0
85450,π12498,προσεπίσταμαι,v,----------,,,,,,0
85451,π12499,προσεπιστείχω,v,----------,,,,,,0
85452,π12500,προσεπιστέλλω,v,----------,,,,,,0
85454,π12502,προσεπισυγκρίνω,v,----------,,,,,,0
85455,π12503,προσεπισυνάπτω,v,----------,,,,,,0
85456,π12504,προσεπισυνετίζω,v,----------,,,,,,0
85457,π12505,προσεπισύρω,v,----------,,,,,,0
85458,π12506,προσεπισφάττω,v,----------,,,,,,0
85459,π12507,προσεπισφίγγω,v,----------,,,,,,0
85460,π12508,προσεπισφραγίζομαι,v,----------,,,,,,0
85461,π12509,προσεπισχυρίζω,v,----------,,,,,,0
85462,π12510,προσεπισωρεύω,v,----------,,,,,,0
85463,π12511,προσεπιταλαιπωρέω,v,----------,,,,,,0
85464,π12512,προσεπιτάσσω,v,----------,,,,,,0
85465,π12513,προσεπιτείνω,v,----------,,,,,,0
85466,π12514,προσεπιτελέω,v,----------,,,,,,0
85467,π12515,προσεπιτέμνω,v,----------,,,,,,0
85468,π12516,προσεπιτέρπομαι,v,----------,,,,,,0
85469,π12517,προσεπιτεχνάομαι,v,----------,,,,,,0
85470,π12518,προσεπιτίθημι,v,----------,,,,,,0
85471,π12519,προσεπιτιμάω,v,----------,,,,,,0
85473,π12521,προσεπιτρέπω,v,----------,,,,,,0
85474,π12522,προσεπιτρίβω,v,----------,,,,,,0
85475,π12523,προσεπιτροπεύομαι,v,----------,,,,,,0
85476,π12524,προσεπίτροπος,n,n-s---mn2-,προσεπιτρόπου,,,,,0
85477,π12525,προσεπιτυγχάνω,v,----------,,,,,,0
85478,π12526,προσεπιφαίνομαι,v,----------,,,,,,0
85479,π12527,προσεπιφέρω,v,----------,,,,,,0
85480,π12528,προσεπιφημίζω,v,----------,,,,,,0
85481,π12529,προσεπιφθέγγομαι,v,----------,,,,,,0
85482,π12530,προσεπιφθονέω,v,----------,,,,,,0
85483,π12531,προσεπιφοιτάω,v,----------,,,,,,0
85484,π12532,προσεπιφωνέω,v,----------,,,,,,0
85485,π12533,προσεπιφωτίζω,v,----------,,,,,,0
85486,π12534,προσεπιχαράσσω,v,----------,,,,,,0
85488,π12536,προσεπιχέω,v,----------,,,,,,0
85489,π12537,προσεπιχώννυμι,v,----------,,,,,,0
85491,π12539,προσεπιψηφίζομαι,v,----------,,,,,,0
85492,π12540,προσεπόμνυμι,v,----------,,,,,,0
85493,π12542,προσεποφλισκάνω,v,----------,,,,,,0
85494,π12543,προσερανίζω,v,----------,,,,,,0
85495,π12544,προσεργάζομαι,v,----------,,,,,,0
