id,uri,lemma,pos,morpho,principal_parts,prosody,validated
11644,α12245,ἀπογλαύκωσις,n,n-s---fn3v,ἀπογλαυκωσέως,ἀπογλαύκωσις,0
11666,α12266,ἀπόγραφος,a,aps---cn2-,ἀπόγραφος ἀπόγραφος ἀπόγραφον,ἀπόγραφος,0
11687,α12287,ἀπόδαστος,a,aps---cn2-,ἀπόδαστος ἀπόδαστος ἀπόδαστον,ἀπόδαστος,0
11695,α12296,ἀποδεής,a,aps---cn5s,ἀποδεής ἀποδεής ἀποδεές,ἀποδεής,0
11721,α12321,ἀποδεκτός,a,aps---mn1-,ἀποδεκτός ἀποδεκτή ἀποδεκτόν,ἀποδεκτός,0
11742,α12342,ἀποδήλωσις,n,n-s---fn3v,ἀποδηλωσέως,ἀποδήλωσις,0
11746,α12346,ἀποδημητικός,a,aps---mn1-,ἀποδημητικός ἀποδημητική ἀποδημητικόν,ἀποδημητικός,0
11780,α12380,ἀπόδικος,a,aps---cn2-,ἀπόδικος ἀπόδικος ἀπόδικον,ἀπόδικος,0
11797,α12397,ἀποδίωκτος,a,aps---cn2-,ἀποδίωκτος ἀποδίωκτος ἀποδίωκτον,ἀποδίωκτος,0
11804,α12404,ἀποδοκιμαστής,n,n-s---mn1e,ἀποδοκιμαστού,ἀποδοκιμαστής,0
11831,α12432,ἀποδρέπέπτομαι,v,----------,,ἀποδρέπέπτομαι,0
11851,α12452,ἀποδωσείω,v,----------,,ἀποδωσείω,0
11860,α12462,ἀπόζεσμα,n,n-s---nn3t,ἀποζέσματος,ἀπόζεσμα,0
11883,α12484,ἀποθειόω,v,----------,,ἀποθειόω,0
11906,α12508,ἀποθέω,v,----------,,ἀποθέω,0
11908,α12510,ἀποθεώρησις,n,n-s---fn3v,ἀποθεωρησέως,ἀποθεώρησις,0
73098,π00299,παιωνίζω,v,----------,,παιωνίζω,0
11310,α11917,ἄπευστος,a,aps---cn2-,ἄπευστος ἄπευστος ἄπευστον,ἄπευστος,0
8315,α08927,ἀνθρωπόδηκτος,a,aps---cn2-,ἀνθρωπόδηκτος ἀνθρωπόδηκτος ἀνθρωπόδηκτον,ἀνθρωπόδηκτος,0
11360,α11966,ἀπηλιωτικός,a,aps---mn1-,ἀπηλιωτικός ἀπηλιωτική ἀπηλιωτικόν,ἀπηλιωτικός,0
5622,α06253,ἀμφισκέπαρνος,a,aps---cn2-,ἀμφισκέπαρνος ἀμφισκέπαρνος ἀμφισκέπαρνον,ἀμφισκέπαρνος,0
12003,α12606,ἀποκαθαρίζω,v,----------,,ἀποκαθαρίζω,0
12016,α12613,ἀποκαθεστάθην,v,----------,,ἀποκαθεστάθην,0
12047,α12650,ἀποκαρτέρησις,n,n-s---fn3v,ἀποκαρτερησέως,ἀποκαρτέρησις,0
12070,α12673,ἀποκατορθόω,v,----------,,ἀποκατορθόω,0
12074,α12677,ἀποκαύλισις,n,n-s---fn3v,ἀποκαυλισέως,ἀποκαύλισις,0
12091,α12694,ἀπόκεντρος,a,aps---cn2-,ἀπόκεντρος ἀπόκεντρος ἀπόκεντρον,ἀπόκεντρος,0
12120,α12723,ἀποκίρσωσις,n,n-s---fn3v,ἀποκιρσωσέως,ἀποκίρσωσις,0
12125,α12728,ἀποκλάζω,n,----------,,ἀποκλάζω,0
12126,α12729,ἀποκλαίω,v,----------,,ἀποκλαίω,0
12155,α12757,ἀπόκλιτος,a,aps---cn2-,ἀπόκλιτος ἀπόκλιτος ἀπόκλιτον,ἀπόκλιτος,0
12175,α12778,ἀποκόλαστος,a,aps---cn2-,ἀποκόλαστος ἀποκόλαστος ἀποκόλαστον,ἀποκόλαστος,0
12179,α12782,ἀποκολπόομαι,v,----------,,ἀποκολπόομαι,0
12192,α12795,ἀποκοπή,n,n-s---fn1e,ἀποκοπῆς,ἀποκοπή,0
12207,α12810,ἀποκοτταβισμός,n,----------,,ἀποκοτταβισμός,0
12233,α12836,ἀπόκριμα,n,n-s---nn3t,ἀποκρίματος,ἀπόκριμα,0
12235,α12838,ἀποκρϊσιάριος,n,n-s---mn2-,ἀποκρϊσιαρίου,ἀποκρϊσιάριος,0
12254,α12857,ἀπόκρυφος,a,aps---cn2-,ἀπόκρυφος ἀπόκρυφος ἀπόκρυφον,ἀπόκρυφος,0
12281,α12884,ἀποκυρτόομαι,v,----------,,ἀποκυρτόομαι,0
12288,α12891,ἀπολάβειον,n,n-s---nn2-,ἀπολαβείου,ἀπολάβειον,0
12307,α12910,ἀπόλαυσις,n,n-s---fn3v,ἀπολαυσέως,ἀπόλαυσις,0
12324,α12927,ἀπόλειψις,n,n-s---fn3v,ἀπολειψέως,ἀπόλειψις,0
12341,α12944,ἀπόληγμα,n,n-s---nn3t,ἀπολήγματος,ἀπόληγμα,0
12344,α12947,ἀπόληξις,n,n-s---fn3v,ἀποληξέως,ἀπόληξις,0
12367,α12970,ἀπολίτευτος,a,aps---cn2-,ἀπολίτευτος ἀπολίτευτος ἀπολίτευτον,ἀπολίτευτος,0
12395,α12987,ἀπολογιστής,n,n-s---mn1e,ἀπολογιστού,ἀπολογιστής,0
12425,α13017,ἀπολυτρωτικός,a,aps---mn1-,ἀπολυτρωτικός ἀπολυτρωτική ἀπολυτρωτικόν,ἀπολυτρωτικός,0
12447,α13039,ἀπομανθάνω,v,----------,,ἀπομανθάνω,0
12451,α13043,ἀπομαντευτικός,a,aps---mn1-,ἀπομαντευτικός ἀπομαντευτική ἀπομαντευτικόν,ἀπομαντευτικός,0
12491,α13083,ἀπομίμημα,n,n-s---nn3t,ἀπομιμήματος,ἀπομίμημα,0
12502,α13094,ἀπομνημόνευτις,n,n-s---fn3v,ἀπομνημονευτέως,ἀπομνημόνευτις,0
12510,α13102,ἀπόμοιρος,a,aps---cn2-,ἀπόμοιρος ἀπόμοιρος ἀπόμοιρον,ἀπόμοιρος,0
12557,α13148,ἀπόνευμα,n,n-s---nn3t,ἀπονεύματος,ἀπόνευμα,0
11943,α12545,ἀποθυμίασις,n,n-s---fn3v,ἀποθυμιασέως,ἀποθυμίασις,0
8773,α09380,ἀνόχυρος,a,aps---cn2-,ἀνόχυρος ἀνόχυρος ἀνόχυρον,ἀνόχυρος,0
11962,α12564,ἀποίητος,a,aps---cn2-,ἀποίητος ἀποίητος ἀποίητον,ἀποίητος,0
5636,α06267,ἀμφιστρεφής,a,aps---cn5s,ἀμφιστρεφής ἀμφιστρεφής ἀμφιστρεφές,ἀμφιστρεφής,0
5653,α06284,ἀμφίτερμος,a,aps---cn2-,ἀμφίτερμος ἀμφίτερμος ἀμφίτερμον,ἀμφίτερμος,0
12631,α13222,ἀποπάλησις,n,n-s---fn3v,ἀποπαλησέως,ἀποπάλησις,0
12669,α13260,ἀποπεράω,v,----------,,ἀποπεράω,0
12674,α13265,ἀποπερονάω,v,----------,,ἀποπερονάω,0
12692,α13283,ἀποπιπράσκω,v,----------,,ἀποπιπράσκω,0
12723,α13314,ἀποπλοκή,n,n-s---fn1e,ἀποπλοκῆς,ἀποπλοκή,0
12726,α13317,ἀπόπλυμα,n,n-s---nn3t,ἀποπλύματος,ἀπόπλυμα,0
12745,α13336,ἀποπομπαῖος,a,aps---mn1-,ἀποπομπαῖος ἀποπομπαῖα ἀποπομπαῖον,ἀποπομπαῖος,0
12773,α13364,ἀπόπροθι,r,----------,,ἀπόπροθι,0
12780,α13371,ἀποπροσποιέομαι,v,----------,,ἀποπροσποιέομαι,0
12791,α13382,ἀπόπτισμα,n,n-s---nn3t,ἀποπτίσματος,ἀπόπτισμα,0
12829,α13421,ἀπόρευτος,a,aps---cn2-,ἀπόρευτος ἀπόρευτος ἀπόρευτον,ἀπόρευτος,0
12836,α13428,ἀπορητικός,a,aps---mn1-,ἀπορητικός ἀπορητική ἀπορητικόν,ἀπορητικός,0
12879,α13469,ἀπόρρητος,a,aps---cn2-,ἀπόρρητος ἀπόρρητος ἀπόρρητον,ἀπόρρητος,0
12891,α13483,ἀπόρριψις,n,n-s---fn3v,ἀπορριψέως,ἀπόρριψις,0
12895,α13487,ἀπόρροος,a,aps---cn2-,ἀπόρροος ἀπόρροος ἀπόρροον,ἀπόρροος,0
12920,α13512,ἀπόσεισμα,n,n-s---nn3t,ἀποσείσματος,ἀπόσεισμα,0
12948,α13541,ἀποσκαρίξω,v,----------,,ἀποσκαρίξω,0
12959,α13552,ἀπόσκημμα,n,n-s---nn3t,ἀποσκήμματος,ἀπόσκημμα,0
12983,α13576,ἀποσκόπιος,a,aps---cn2-,ἀποσκόπιος ἀποσκόπιος ἀποσκόπιον,ἀποσκόπιος,0
13004,α13597,ἀπόσμηξις,n,n-s---fn3v,ἀποσμηξέως,ἀπόσμηξις,0
13012,α13605,ἀποσόβημα,n,n-s---nn3t,ἀποσοβήματος,ἀποσόβημα,0
13031,α13623,ἀπόσπασμα,n,n-s---nn3t,ἀποσπάσματος,ἀπόσπασμα,0
13053,α13645,ἀπόσπονδος,a,aps---cn2-,ἀπόσπονδος ἀπόσπονδος ἀπόσπονδον,ἀπόσπονδος,0
13057,α13649,ἀπόσσυτος,a,aps---cn2-,ἀπόσσυτος ἀπόσσυτος ἀπόσσυτον,ἀπόσσυτος,0
13069,α13661,ἀπόσταξις,n,n-s---fn3v,ἀποσταξέως,ἀπόσταξις,0
13090,α13682,ἀποστέλλω,v,----------,,ἀποστέλλω,0
13112,α13704,ἀποστηματικός,a,aps---mn1-,ἀποστηματικός ἀποστηματική ἀποστηματικόν,ἀποστηματικός,0
13135,α13727,ἀπόστοργος,a,aps---cn2-,ἀπόστοργος ἀπόστοργος ἀπόστοργον,ἀπόστοργος,0
13163,α13755,ἀποσυμβαίνω,v,----------,,ἀποσυμβαίνω,0
13168,α13760,ἀποσυνάγωγος,a,aps---cn2-,ἀποσυνάγωγος ἀποσυνάγωγος ἀποσυνάγωγον,ἀποσυνάγωγος,0
13219,α13811,ἀπόσχισμα,n,n-s---nn3t,ἀποσχίσματος,ἀπόσχισμα,0
12596,α13187,ἀπονύχισμα,n,n-s---nn3t,ἀπονυχίσματος,ἀπονύχισμα,0
8811,α09418,ἀντακολούθησις,n,n-s---fn3v,ἀντακολουθησέως,ἀντακολούθησις,0
9471,α10083,ἀντίλαμψις,n,n-s---fn3v,ἀντιλαμψέως,ἀντίλαμψις,0
12616,α13207,ἀποξύρησις,n,n-s---fn3v,ἀποξυρησέως,ἀποξύρησις,0
5670,α06300,ἀμφιτροχόω,v,----------,,ἀμφιτροχόω,0
13315,α13906,ἀποτίπλαστος,a,aps---cn2-,ἀποτίπλαστος ἀποτίπλαστος ἀποτίπλαστον,ἀποτίπλαστος,0
13325,α13917,ἀποτμητέον,v,----------,,ἀποτμητέον,0
13331,α13923,ἀπότολμος,a,aps---cn2-,ἀπότολμος ἀπότολμος ἀπότολμον,ἀπότολμος,0
13374,α13966,ἀποτροπιαστικός,a,aps---mn1-,ἀποτροπιαστικός ἀποτροπιαστική ἀποτροπιαστικόν,ἀποτροπιαστικός,0
13377,α13969,ἀπότροπος,a,aps---cn2-,ἀπότροπος ἀπότροπος ἀπότροπον,ἀπότροπος,0
13391,α13983,ἀπότρωξις,n,n-s---fn3v,ἀποτρωξέως,ἀπότρωξις,0
13405,α13997,ἀποτύφλωσις,n,n-s---fn3v,ἀποτυφλωσέως,ἀποτύφλωσις,0
13428,α14019,ἀποφαγεῖν,v,----------,,ἀποφαγεῖν,0
13433,α14024,ἀποφαντέον,a,----------,,ἀποφαντέον,0
13459,α14050,ἀποφθεγματικός,a,aps---mn1-,ἀποφθεγματικός ἀποφθεγματική ἀποφθεγματικόν,ἀποφθεγματικός,0
13486,α14077,ἀποφόρησις,n,n-s---fn3v,ἀποφορησέως,ἀποφόρησις,0
13493,α14084,ἀπόφραξις,n,n-s---fn3v,ἀποφραξέως,ἀπόφραξις,0
13516,α14108,ἀποφώλιος,a,aps---cn2-,ἀποφώλιος ἀποφώλιος ἀποφώλιον,ἀποφώλιος,0
13540,α14131,ἀποχέτευμα,n,n-s---nn3t,ἀποχετεύματος,ἀποχέτευμα,0
13556,α14147,ἀπόχρεμψις,n,n-s---fn3v,ἀποχρεμψέως,ἀπόχρεμψις,0
13575,α14166,ἀποχυτήριον,n,n-s---nn2-,ἀποχυτηρίου,ἀποχυτήριον,0
13597,α14188,ἀπόψηκτέον,a,----------,,ἀπόψηκτέον,0
13598,α14189,ἀπόψηκτος,a,aps---cn2-,ἀπόψηκτος ἀπόψηκτος ἀπόψηκτον,ἀπόψηκτος,0
13627,α14218,ἀπραγία,n,n-s---fn1l,ἀπραγίας,ἀπραγία,0
13651,α14241,ἀπρόβολος,a,aps---cn2-,ἀπρόβολος ἀπρόβολος ἀπρόβολον,ἀπρόβολος,0
13665,α14255,ἄπροικος,a,aps---cn2-,ἄπροικος ἄπροικος ἄπροικον,ἄπροικος,0
13683,α14273,ἀπροοιμίαστος,a,aps---cn2-,ἀπροοιμίαστος ἀπροοιμίαστος ἀπροοιμίαστον,ἀπροοιμίαστος,0
13694,α14284,ἀπρόσβατος,a,aps---cn2-,ἀπρόσβατος ἀπρόσβατος ἀπρόσβατον,ἀπρόσβατος,0
13695,α14285,ἀπρόσβλεπτος,a,aps---cn2-,ἀπρόσβλεπτος ἀπρόσβλεπτος ἀπρόσβλεπτον,ἀπρόσβλεπτος,0
13735,α14325,ἀπρόσοδος,a,aps---cn2-,ἀπρόσοδος ἀπρόσοδος ἀπρόσοδον,ἀπρόσοδος,0
13774,α14364,ἀπροφύλακτος,a,aps---cn2-,ἀπροφύλακτος ἀπροφύλακτος ἀπροφύλακτον,ἀπροφύλακτος,0
13775,α14365,ἀπροφώνητος,a,aps---cn2-,ἀπροφώνητος ἀπροφώνητος ἀπροφώνητον,ἀπροφώνητος,0
13784,α14375,ἀπτέρυγος,a,aps---cn2-,ἀπτέρυγος ἀπτέρυγος ἀπτέρυγον,ἀπτέρυγος,0
13807,α14398,ἀπύθμενος,a,aps---cn2-,ἀπύθμενος ἀπύθμενος ἀπύθμενον,ἀπύθμενος,0
13828,α14419,ἀπφίδιον,n,n-s---nn2-,ἀπφιδίου,ἀπφίδιον,0
13244,α13835,ἀπόταυρος,a,aps---cn2-,ἀπόταυρος ἀπόταυρος ἀπόταυρον,ἀπόταυρος,0
5679,α06310,ἀμφιφορεύς,n,----------,,ἀμφιφορεύς,0
10055,α10665,ἀντιφώνησις,n,n-s---fn3v,ἀντιφωνησέως,ἀντιφώνησις,0
13288,α13880,ἀποτευκτικός,a,aps---mn1-,ἀποτευκτικός ἀποτευκτική ἀποτευκτικόν,ἀποτευκτικός,0
13929,α14515,ἀράσσω,v,----------,,ἀράσσω,0
5690,α06320,ἀμφιχρίομαι,v,----------,,ἀμφιχρίομαι,0
5701,α06331,ἄμφοισμα,n,n-s---nn3t,ἀμφοίσματος,ἄμφοισμα,0
13939,α14521,ἀραχνάομαι,v,----------,,ἀραχνάομαι,0
13940,α14523,ἀράχνη,n,n-s---fn1e,ἀράχνης,ἀράχνη,0
13989,α14565,ἀργηστής,n,n-s---mn1e,ἀργηστού,ἀργηστής,0
14013,α14588,ἀργόβιος,a,aps---cn2-,ἀργόβιος ἀργόβιος ἀργόβιον,ἀργόβιος,0
14029,α14601,ἀργυραμοιβικός,a,aps---mn1-,ἀργυραμοιβικός ἀργυραμοιβική ἀργυραμοιβικόν,ἀργυραμοιβικός,0
14047,α14619,ἀργυρίς,n,n-s---fn3d,ἀργυρίδος,ἀργυρίς,0
14048,α14620,ἀργυρισμός,n,----------,,ἀργυρισμός,0
14093,α14665,ἀργυροτράπεζα,n,n-s---fn1s,ἀργυροτράπεζας,ἀργυροτράπεζα,0
14101,α14673,ἀργυρόχροος,a,aps---cn2-,ἀργυρόχροος ἀργυρόχροος ἀργυρόχροον,ἀργυρόχροος,0
14131,α14704,ἀρδρομηκιαῖος,a,aps---mn1-,ἀρδρομηκιαῖος ἀρδρομηκιαῖα ἀρδρομηκιαῖον,ἀρδρομηκιαῖος,0
14146,,Ἀρείτολμος,a,aps---cn2-,Ἀρείτολμος Ἀρείτολμος Ἀρείτολμον,Ἀρείτολμος,0
14158,α14718,ἀρεσκευτικός,a,aps---mn1-,ἀρεσκευτικός ἀρεσκευτική ἀρεσκευτικόν,ἀρεσκευτικός,0
14187,,Ἀρηί̈φθορος,a,aps---cn2-,Ἀρηί̈φθορος Ἀρηί̈φθορος Ἀρηί̈φθορον,Ἀρηί̈φθορος,0
14203,α14756,ἀρητυμένος,n,----------,,ἀρητυμένος,0
14231,α14784,ἀριδάκρυτος,a,aps---cn2-,ἀριδάκρυτος ἀριδάκρυτος ἀριδάκρυτον,ἀριδάκρυτος,0
14256,α14809,ἄριν,n,----------,,ἄριν,0
14258,,Ἀριοντία,n,n-s---fn1l,Ἀριοντίας,Ἀριοντία,0
14273,,Ἀριστάρχειος,a,aps---mn1-,Ἀριστάρχειος Ἀριστάρχεια Ἀριστάρχειον,Ἀριστάρχειος,0
14291,α14840,ἀριστευτικός,a,aps---mn1-,ἀριστευτικός ἀριστευτική ἀριστευτικόν,ἀριστευτικός,0
14309,α14858,ἀριστοκράτης,n,n-s---mn1e,ἀριστοκράτου,ἀριστοκράτης,0
14310,α14859,ἀριστοκρατία,n,n-s---fn1l,ἀριστοκρατίας,ἀριστοκρατία,0
14331,α14880,ἀριστότατος,a,aps---mn1-,ἀριστότατος ἀριστοτάτη ἀριστότατον,ἀριστότατος,0
14357,α14900,ἀρκεσίβουλος,a,aps---cn2-,ἀρκεσίβουλος ἀρκεσίβουλος ἀρκεσίβουλον,ἀρκεσίβουλος,0
14364,α14907,ἀρκεύθινος,a,aps---mn1-,ἀρκεύθινος ἀρκευθίνη ἀρκεύθινον,ἀρκεύθινος,0
14389,α14932,ἀρκτόμορφος,a,aps---cn2-,ἀρκτόμορφος ἀρκτόμορφος ἀρκτόμορφον,ἀρκτόμορφος,0
14413,α14953,ἁρμασίδουπος,n,----------,,ἁρμασίδουπος,0
14416,α14956,ἁρμάτειος,a,aps---cn2-,ἁρμάτειος ἁρμάτειος ἁρμάτειον,ἁρμάτειος,0
14461,α14998,ἁρμοδιοτυπής,a,aps---cn5s,ἁρμοδιοτυπής ἁρμοδιοτυπής ἁρμοδιοτυπές,ἁρμοδιοτυπής,0
14467,α15003,ἁρμολόγησις,n,n-s---fn3v,ἁρμολογησέως,ἁρμολόγησις,0
13860,α14450,ἀπωστικός,a,aps---mn1-,ἀπωστικός ἀπωστική ἀπωστικόν,ἀπωστικός,0
10715,α11323,ἀπανδόκευτος,a,aps---cn2-,ἀπανδόκευτος ἀπανδόκευτος ἀπανδόκευτον,ἀπανδόκευτος,0
13885,α14471,ἄραγμα,n,n-s---nn3t,ἀράγματος,ἄραγμα,0
14523,α15052,ἄρομα,n,n-s---nn3t,ἀρόματος,ἄρομα,0
5710,α06340,ἀμφορίσκος,n,n-s---mn2-,ἀμφορίσκου,ἀμφορίσκος,0
14529,α15058,ἀροτήρ,n,n-s---mn3r,ἀροτῆρος,ἀροτήρ,0
