,ἐπιτετραμερής,a,aps---cn5s,ἐπιτετραμερής ἐπιτετραμερής ἐπιτετραμερές,,,,,0
43477,ε15160,ἐφιμείρω,v,----------,,,,,,0
43478,ε15161,ἐφίμερος,a,----------,,,,,,0
43480,ε15163,ἐφιορκέω,v,----------,,,,,,0
43481,ε15164,ἐφιορκία,n,----------,,,,,,0
43482,ε15165,ἐφιππάζομαι,v,----------,,,,,,0
43483,ε15166,ἐφιππαρχία,n,n-s---fn1l,ἐφιππαρχίας,,,,,0
43484,ε15167,ἐφιππαστήρ,n,n-s---mn3r,ἐφιππαστῆρος,,,,,0
43485,ε15168,ἐφιππεύω,v,----------,,,,,,0
43487,ε15170,ἐφιππίς,n,n-s---fn3d,ἐφιππίδος,,,,,0
43488,ε15171,ἔφιππος,a,aps---cn2-,ἔφιππος ἔφιππος ἔφιππον,,,,,0
43489,ε15172,ἐφίπταμαι,v,----------,,,,,,0
43490,ε15173,ἐφίσδω,v,----------,,,,,,0
43491,ε15174,ἐφιστάνω,v,----------,,,,,,0
43493,ε15176,ἐφιστάω,v,----------,,,,,,0
43494,ε15177,ἐφίστημι,v,----------,,,,/e.pʰís.tɛː.mi/,,0
43495,ε15178,ἐφίστιος,n,----------,,,,,,0
43496,ε15179,ἐφιστορέω,v,----------,,,,,,0
43497,ε15180,ἔφλαδον,n,----------,,,,,,0
43498,ε15182,ἐφοδεία,n,n-s---fn1l,ἐφοδείας,,,,,0
43500,ε15184,ἐφοδευτής,n,n-s---mn1e,ἐφοδευτού,,,,,0
43501,ε15185,ἐφοδευτικῶς,r,----------,,,,,,0
43502,ε15186,ἐφοδεύω,v,----------,,,,,,0
43503,ε15187,ἐφοδηγέω,v,----------,,,,,,0
43504,ε15188,ἐφόδια,n,n-p---nn2-,ἐφοδίων,,,,,0
43505,ε15189,ἐφοδιάζω,v,----------,,,,,,0
43506,ε15190,ἐφοδιασμός,n,----------,,,,,,0
43508,ε15192,ἐφοδικός,a,aps---mn1-,ἐφοδικός ἐφοδική ἐφοδικόν,,,,,0
43509,ε15193,ἐφόδιον,n,n-s---nn2-,ἐφοδίου,,,,,0
43510,ε15194,ἐφόδιος,a,aps---cn2-,ἐφόδιος ἐφόδιος ἐφόδιον,,,,,0
43511,ε15195,ἔφοδος,a,aps---cn2-,ἔφοδος ἔφοδος ἔφοδον,,,,,0
43512,ε15196,ἔφοδος,n,----------,,,,,,0
43513,ε15197,ἔφοδος,n,n-s---mn2-,ἐφόδου,,,,,0
43514,ε15198,ἐφοίτη,n,----------,,,,,,0
43516,ε15200,ἐφολκή,n,n-s---fn1e,ἐφολκῆς,,,,,0
43518,ε15202,ἐφολκίς,n,n-s---fn3d,ἐφολκίδος,,,,,0
43519,ε15203,ἐφολκός,a,aps---cn2-,ἐφολκός ἐφολκός ἐφολκόν,,,,,0
43463,ε15146,ἐφιάλτης,n,n-s---cn1e,ἐφιάλτου,,,,,0
43522,ε15206,ἐφόνιον,n,n-s---nn2-,ἐφονίου,,,,,0
43523,ε15207,ἐφοπλίζω,v,----------,,,,,,0
43524,ε15208,ἐφόρασις,n,n-s---fn3v,ἐφορασέως,,,,,0
43525,ε15209,ἐφορατέον,v,----------,,,,,,0
43527,ε15211,ἐφοράω,v,----------,,,,/e.pʰo.rá.ɔː/,,0
43528,ε15212,ἐφορεία,n,n-s---fn1l,ἐφορείας,,,,,0
43529,ε15213,ἐφορεῖον,n,n-s---nn2-,ἐφορείου,,,,,0
43530,ε15214,ἐφορεύω,v,----------,,,,,,0
43531,ε15215,ἐφορικός,a,aps---mn1-,ἐφορικός ἐφορική ἐφορικόν,,,,,0
43533,ε15217,ἐφορμαίνω,v,----------,,,,,,0
43534,ε15218,ἐφορμάω,v,----------,,,,,,0
43535,ε15219,ἐφορμέω,v,----------,,,,,,0
43536,ε15220,ἐφορμή,n,n-s---fn1e,ἐφορμῆς,,,,,0
43537,ε15221,ἐφόρμησις,n,----------,,,,,,0
43538,ε15222,ἐφόρμησις,n,n-s---fn3v,ἐφορμησέως,,,,,0
43539,ε15223,ἐφορμητικός,a,aps---mn1-,ἐφορμητικός ἐφορμητική ἐφορμητικόν,,,,,0
43540,ε15224,ἐφορμίζω,v,----------,,,,,,0
43541,ε15225,ἔφορμος,a,aps---cn2-,ἔφορμος ἔφορμος ἔφορμον,,,,,0
43542,ε15226,ἔφορμος,n,n-s---mn2-,ἐφόρμου,,,,,0
43543,ε15227,ἔφορος,n,n-s---mn2-,ἐφόρου,,,/é.pʰo.ros/,,0
43544,ε15228,ἐφυβρίζω,v,----------,,,,,,0
43545,ε15229,ἐφυβριστήρ,n,n-s---mn3r,ἐφυβριστῆρος,,,,,0
43546,ε15230,ἐφυβριστής,n,n-s---mn1e,ἐφυβριστού,,,,,0
43548,ε15232,ἐφυγραίνομαι,v,----------,,,,,,0
43550,ε15234,ἐφυδάτιος,a,----------,,,,,,0
43551,ε15235,ἐφυδρεύω,v,----------,,,,,,0
43552,ε15236,ἐφυδριάς,n,n-s---fn3d,ἐφυδριάδος,,,,,0
43553,ε15237,ἐφυδρίς,n,----------,,,,,,0
43554,ε15238,ἔφυδρος,a,aps---cn2-,ἔφυδρος ἔφυδρος ἔφυδρον,,,,,0
43555,ε14971,ἐφ',n,----------,,,,,,0
43556,ε15239,ἐφυλακτέω,v,----------,,,,,,0
43557,ε15240,ἐφυμνέω,v,----------,,,,,,0
43558,ε15241,ἐφυμνιάζω,v,----------,,,,,,0
43560,ε15243,ἐφύπερα,n,n-p---nn2-,ἐφυπέρων,,,,,0
43561,ε15244,ἐφύπερθε,r,----------,,,,,,0
43562,ε15246,ἐφυπνόω,v,----------,,,,,,0
43563,ε15247,ἐφυπνώττω,v,----------,,,,,,0
43564,,Ἐφύρα,n,n-s---fn1l,Ἐφύρας,,,,,0
43565,ε15245,ἐφύπνηνδε,n,----------,,,,,,0
43566,ε15248,ἐφυστερέω,v,----------,,,,,,0
43568,ε15250,ἐφυστερίζω,v,----------,,,,,,0
43569,ε15251,ἐφυφαίνω,v,----------,,,,,,0
43571,ε15253,ἐφύω,v,----------,,,,,,0
43572,ε14970,ἐφ',n,----------,,,,,,0
43573,ε15254,ἐφώριος,a,aps---cn2-,ἐφώριος ἐφώριος ἐφώριον,,,,,0
43574,ε15255,ἔχαδον,n,----------,,,,,,0
43575,ε15256,ἐχέβοιον,n,n-s---nn2-,ἐχεβοίου,,,,,0
43576,ε15257,ἐχέβωμον,n,n-s---nn2-,ἐχεβώμου,,,,,0
43521,ε15205,ἐφομιλέω,v,----------,,,,,,0
43579,ε15260,ἐχέγναθον,n,n-s---nn2-,ἐχεγνάθου,,,,,0
43580,ε15261,ἐχεδερμία,n,n-s---fn1l,ἐχεδερμίας,,,,,0
43581,ε15262,ἐχεδημία,n,n-s---fn1l,ἐχεδημίας,,,,,0
43583,ε15264,ἐχείδιον,n,n-s---nn2-,ἐχειδίου,,,,,0
43584,ε15265,ἐχεκήλης,v,----------,,,,,,0
43586,ε15267,ἐχεκτέανος,a,aps---cn2-,ἐχεκτέανος ἐχεκτέανος ἐχεκτέανον,,,,,0
43587,ε15268,ἐχεμυθέω,v,----------,,,,,,0
43588,ε15269,ἐχεμυθία,n,n-s---fn1l,ἐχεμυθίας,,,,,0
43589,ε15270,ἐχέμυθος,a,aps---cn2-,ἐχέμυθος ἐχέμυθος ἐχέμυθον,,,,,0
43590,ε15271,ἐχενηί̈ς,n,----------,,,,,,0
43591,ε15272,ἐχενίκειον,n,n-s---nn2-,ἐχενικείου,,,,,0
43593,ε15274,ἐχεπάμων,n,----------,,,,,,0
43594,ε15275,ἐχεπευκής,a,aps---cn5s,ἐχεπευκής ἐχεπευκής ἐχεπευκές,,,,,0
43595,ε15276,ἐχέπικρος,a,aps---cn2-,ἐχέπικρος ἐχέπικρος ἐχέπικρον,,,,,0
43596,ε15277,ἐχέπωλος,a,aps---cn2-,ἐχέπωλος ἐχέπωλος ἐχέπωλον,,,,,0
43597,ε15278,ἐχερρημοσύνη,n,n-s---fn1e,ἐχερρημοσύνης,,,,,0
43599,ε15280,ἔχεσκον,n,----------,,,,,,0
43600,ε15281,ἐχέστονος,a,aps---cn2-,ἐχέστονος ἐχέστονος ἐχέστονον,,,,,0
43601,ε15282,ἐχέτης,n,n-s---mn1e,ἐχέτου,,,,,0
43602,ε15283,ἐχέτλη,n,n-s---fn1e,ἐχέτλης,,,/e.kʰé.tlɛː/,,0
43603,ε15284,ἐχετλήεις,a,aps---mn4i,ἐχετλήεις ἐχετλήεσσα ἐχετλήεν,,,,,0
43604,ε15285,ἐχέτλιον,n,n-s---nn2-,ἐχετλίου,,,,,0
43605,ε15286,ἐχετογνώμονες,n,----------,,,,,,0
43606,ε15287,ἐχέτρωσις,n,n-s---fn3v,ἐχετρωσέως,,,,,0
43607,ε15288,ἔχευα,n,----------,,,,,,0
43609,ε15290,ἐχεφροσύνη,n,n-s---fn1e,ἐχεφροσύνης,,,,,0
43610,ε15291,ἐχέφρων,a,aps---cn3n,ἐχέφρων ἐχέφρων ἐχέφρον,,,,,0
43611,ε15292,ἐχήνια,n,n-p---nn2-,ἐχηνίων,,,,,0
43612,ε15293,ἔχης,n,n-s---mn3d,ἔχητος,,,,,0
43613,ε15294,ἔχησις,n,n-s---fn3v,ἐχησέως,,,,,0
43614,ε15295,ἐχθαίρω,v,----------,,,,,,0
43616,ε15296,ἔχθαρ,n,----------,,,,,,0
43617,ε15298,ἐχθέγιον,n,n-s---nn2-,ἐχθεγίου,,,,,0
43618,ε15299,ἐχθές,r,----------,,,,,,0
43620,ε15301,ἐχθέω,v,----------,,,,,,0
43621,ε15302,ἔχθημα,n,n-s---nn3t,ἐχθήματος,,,,,0
43622,ε15303,ἐχθιζινός,a,aps---mn1-,ἐχθιζινός ἐχθιζινή ἐχθιζινόν,,,,,0
43623,ε15304,ἐχθίζομαι,v,----------,,,,,,0
43624,ε15305,ἔχθιστος,a,aps---mn1-,ἔχθιστος ἐχθίστη ἔχθιστον,,,,,0
43625,ε15306,ἐχθίων,a,aps---cn3n,ἐχθίων ἐχθίων ἐχθίον,,,,,0
43627,ε15308,ἐχθοδοπέω,v,----------,,,,,,0
43628,ε15309,ἐχθοδοπός,a,aps---cn2-,ἐχθοδοπός ἐχθοδοπός ἐχθοδοπόν,,,,,0
43629,ε15310,ἔχθοι,r,----------,,,,,,0
43578,ε15259,ἐχεγλωττία,n,n-s---fn1l,ἐχεγλωττίας,,,,,0
43632,ε15313,ἐχθόσδικος,n,----------,,,,,,0
43633,ε15314,ἔχθρα,n,n-s---fn1l,ἔχθρας,,,,,0
43634,ε15315,ἐχθραίνω,v,----------,,,,,,0
43635,ε15316,ἔχθρασμα,n,n-s---nn3t,ἐχθράσματος,,,,,0
43636,ε15317,ἐχθρεύω,v,----------,,,,,,0
43638,ε15319,ἐχθρικός,a,aps---mn1-,ἐχθρικός ἐχθρική ἐχθρικόν,,,,,0
43640,ε15321,ἐχθροειδῶς,r,----------,,,,,,0
43641,ε15322,ἐχθρολέων,n,n-s---mn3t,ἐχθρολέοντος,,,,,0
43643,ε15324,ἐχθροποιέω,v,----------,,,,,,0
43644,ε15325,ἐχθροποιός,a,aps---cn2-,ἐχθροποιός ἐχθροποιός ἐχθροποιόν,,,,,0
43645,ε15326,ἐχθρός,a,aps---mn1-,,,,/ekʰ.tʰrós/,,0
43646,ε15327,ἐχθρόφρων,a,aps---cn3n,ἐχθρόφρων ἐχθρόφρων ἐχθρόφρον,,,,,0
43647,ε15328,ἐχθρωδέω,v,----------,,,,,,0
43648,ε15329,ἐχθρώδης,a,aps---cn3s,ἐχθρώδης ἐχθρώδης ἐχθρώ͂δες,,,,,0
43649,ε15330,ἐχθῦσαι,n,----------,,,,,,0
43650,ε15331,ἐχθυσία,n,----------,,,,,,0
43651,ε15333,ἔχθω,n,----------,,,,,,0
43652,ε15332,ἔχθω,v,----------,,,,,,0
43653,ε15334,ἐχίδιον,n,n-s---nn2-,ἐχιδίου,,,,,0
43654,ε15335,ἔχιδνα,n,n-s---fn1s,ἔχιδνας,,,/é.kʰi.dna/,,0
43656,ε15337,ἐχιδνήεις,a,aps---mn4i,ἐχιδνήεις ἐχιδνήεσσα ἐχιδνήεν,,,,,0
43657,ε15338,ἐχιδνοειδής,a,aps---cn5s,ἐχιδνοειδής ἐχιδνοειδής ἐχιδνοειδές,,,,,0
43658,ε15339,ἐχιδνοκέφαλος,a,aps---cn2-,ἐχιδνοκέφαλος ἐχιδνοκέφαλος ἐχιδνοκέφαλον,,,,,0
43659,ε15340,ἐχιδνόκομος,a,aps---cn2-,ἐχιδνόκομος ἐχιδνόκομος ἐχιδνόκομον,,,,,0
43660,ε15341,ἐχιδνολογέω,v,----------,,,,,,0
43661,ε15342,ἐχιδνότοκος,a,aps---cn2-,ἐχιδνότοκος ἐχιδνότοκος ἐχιδνότοκον,,,,,0
43662,ε15343,ἐχιδνοφαγία,n,n-s---fn1l,ἐχιδνοφαγίας,,,,,0
43663,ε15344,ἐχιδνώδης,a,aps---cn3s,ἐχιδνώδης ἐχιδνώδης ἐχιδνώ͂δες,,,,,0
43664,ε15345,ἐχίειον,n,n-s---nn2-,ἐχιείου,,,,,0
43665,ε15346,ἐχιεύς,n,n-s---mn3v,ἐχιέως,,,,,0
43666,,Ἐχῖναι,n,----------,,,,,,0
43668,ε15348,ἐχιναλώπηξ,n,n-s---mn3v,ἐχιναλώπεκος,,,,,0
43669,ε15350,ἐχινέα,n,n-s---fn1l,ἐχινέας,,,,,0
43670,ε15351,ἐχινέες,n,----------,,,,,,0
43671,ε15347,ἐχινῆ,n,----------,,,,,,0
43672,ε15352,ἐχίνιον,n,n-s---nn2-,ἐχινίου,,,,,0
43673,ε15353,ἐχινίς,n,n-s---fn3d,ἐχινίδος,,,,,0
43675,ε15355,ἐχινομήτρα,n,n-s---fn1l,ἐχινομήτρας,,,,,0
43676,ε15356,ἐχινόπους,n,n-s---mn3d,ἐχινόποδος,,,,,0
43677,ε15364,ἐχῖνος,n,n-s---mn2-,ἐχίνου,,,/e.kʰîː.nos/,,0
43679,ε15358,ἐχιόδηκτος,a,aps---cn2-,ἐχιόδηκτος ἐχιόδηκτος ἐχιόδηκτον,,,,,0
43680,ε15359,ἔχιον,n,n-s---nn2-,ἐχίου,,,,,0
43681,ε15360,ἔχις,n,n-s---mn3s,ἔχιος,,n-s---mg3s=ἔχεως,/é.kʰis/,,0
43631,ε15312,ἐχθός,r,----------,,,,,,0
43684,ε15363,ἐχμάζω,v,----------,,,,,,0
43685,ε15365,ἐχομένιον,n,n-s---nn2-,ἐχομενίου,,,,,0
43686,ε15366,ἐχομένως,r,----------,,,,,,0
43687,ε15367,ἐχόντως,r,----------,,,,,,0
43689,ε15369,ἐχυρότης,n,n-s---fn3t,ἐχυρότητος,,,,,0
43691,ε15371,ἐχυρόω,v,----------,,,,,,0
43692,ε15373,ἔχω,v,----------,,,,,,0
43693,ε15372,ἔχω,v,----------,,,,,,0
43694,ε15374,ἐψάλαται,n,----------,,,,,,0
43695,ε15375,ἑψαλέος,a,aps---mn1-,ἑψαλέος ἑψαλέη ἑψαλέον,,,,,0
43696,ε15376,ἑψάνδρα,n,n-s---fn1l,ἑψάνδρας,,,,,0
43697,ε15377,ἑψάνη,n,n-s---fn1e,ἑψάνης,,,,,0
43698,ε15378,ἑψανός,a,aps---mn1-,ἑψανός ἑψανή ἑψανόν,,,,,0
43699,ε15379,ἑψέϊνα,n,n-p---nn2-,ἑψεΐνων,,,,,0
43700,ε15380,ἕψεμα,n,n-s---nn3t,ἑψέματος,,,,,0
43701,ε15381,ἐψευσμένως,r,----------,,,,,,0
43702,ε15382,ἑψέω,v,----------,,,,,,0
43703,ε15383,ἕψημα,n,n-s---nn3t,ἑψήματος,,,,,0
43705,ε15385,ἕψησις,n,n-s---fn3v,ἑψησέως,,,,,0
43706,ε15386,ἑψητέον,a,----------,,,,,,0
43707,ε15387,ἑψητήρ,n,n-s---mn3r,ἑψητῆρος,,,,,0
43709,ε15389,ἑψητής,n,n-s---mn1e,ἑψητού,,,,,0
43710,ε15390,ἑψητικός,a,aps---mn1-,ἑψητικός ἑψητική ἑψητικόν,,,,,0
43711,ε15391,ἑψητός,a,aps---mn1-,ἑψητός ἑψητή ἑψητόν,,,,,0
43712,ε15392,ἑψία,n,n-s---fn1l,,,,,,0
43713,ε15393,ἑψιάομαι,v,----------,,,,,,0
43714,ε15394,ἑψιέω,v,----------,,,,,,0
43715,ε15395,ἑψικός,a,aps---mn1-,ἑψικός ἑψική ἑψικόν,,,,,0
43716,ε15397,ἐψιλωμένως,r,----------,,,,,,0
43718,ε15399,ἑψόπωλις,n,----------,,,,,,0
43719,ε15400,ἕψω,v,----------,,,,,,0
43720,ε15402,ἔω,n,----------,,,,,,0
43721,ε15403,ἕωθεν,r,rp--------,ἕωθεν,,,,,0
43722,ε15404,ἑωθινός,a,aps---mn1-,ἑωθινός ἑωθινή ἑωθινόν,,,,,0
43723,ε15405,ἑώϊος,a,aps---cn2-,ἑώϊος ἑώϊος ἑώϊον,,aps---mn1-=ἑώϊος aps---fn1=ἑώϊα aps---nn1-=ἑώϊον,,,0
43724,ε04137,ἐῴκει,n,----------,,,,,,0
43725,ε15406,ἑωλίζω,v,----------,,,,,,0
43726,ε15407,ἑωλισμός,n,----------,,,,,,0
43727,ε15408,ἑωλοκρασία,n,n-s---fn1l,ἑωλοκρασίας,,,,,0
43728,ε15409,ἑωλονεκρός,n,----------,,,,,,0
43730,ε15411,ἐώλπει,n,----------,,,,,,0
43731,ε15412,ἕωμεν,v,----------,,,,,,0
43732,ε15413,ἐών,n,----------,,,,,,0
43734,ε15414,ἐώρα,n,----------,,,,,,0
43735,ε15415,ἔωρτο,n,----------,,,,,,0
43736,ε15416,ἕως,n,n-s---fn2-,,,,,,0
43737,ε15417,ἔωσα,n,----------,,,,,,0
43738,ε15418,ἕωσπερ,n,----------,,,,,,0
43739,,Ἑωσφόρος,n,n-s---mn2-,Ἑωσφόρου,,,,,0
43740,ε15419,ἑωυτοῦ,p,----------,,,,,,0
43741,,Ζζ,n,n-s---nn--,-,,,,,0
43683,ε15362,ἔχμα,n,n-s---nn3d,,,,,,0
43745,ζ00006,ζάβατος,a,aps---cn2-,ζάβατος ζάβατος ζάβατον,,,,,0
43746,ζ00007,ζάβοτος,a,aps---cn2-,ζάβοτος ζάβοτος ζάβοτον,,,,,0
43748,ζ00009,ζάγκλη,n,n-s---fn1e,ζάγκλης,,,,,0
43749,ζ00010,ζάγκλον,n,n-s---nn2-,ζάγκλου,,,,,0
43750,ζ00011,ζάγρα,n,n-s---fn1l,ζάγρας,,,,,0
43751,,Ζαγραῖος,n,n-s---mn2-,Ζαγραίου,,,,,0
43752,,Ζαγρεύς,n,n-s---mn3v,Ζαγρέως,,,,,0
43754,ζ00013,ζαελεξάμαν,n,----------,,,,,,0
43755,ζ00014,ζάημι,v,----------,,,,,,0
43756,ζ00015,ζαής,a,aps---cn5s,ζαής ζαής ζαές,,,,,0
43757,ζ00016,ζάθεος,a,----------,,,,,,0
43759,ζ00018,ζακαλλής,a,aps---cn5s,ζακαλλής ζακαλλής ζακαλλές,,,,,0
43760,ζ00019,ζακορεύω,v,----------,,,,,,0
43761,ζ00020,ζακορίσου,n,----------,,,,,,0
43762,ζ00021,ζάκορος,n,n-s---cn2-,ζακόρου,,,,,0
43763,ζ00022,ζάκοτος,a,----------,,,,,,0
43764,ζ00023,ζακρυόεις,a,aps---mn4i,ζακρυόεις ζακρυόεσσα ζακρυόεν,,,,,0
43765,ζ00024,ζακυνθίδες,n,n-p---fn1l,ζακυνθιδῶν,,,,,0
43766,ζ00025,ζαλάω,v,----------,,,,,,0
43767,ζ00026,ζαλέγομαι,v,----------,,,,,,0
43769,ζ00028,ζάλευκος,a,----------,,,,,,0
43770,ζ00029,ζαλέω,v,----------,,,,,,0
43771,ζ00030,ζάλη,v,----------,,,,,,0
43772,ζ00031,ζαλλεύω,v,----------,,,,,,0
43773,ζ00032,ζαλμός,n,----------,,,,,,0
43774,ζ00033,ζάλος,v,----------,,,,,,0
43775,ζ00213,ζᾶλος,n,----------,,,,,,0
43776,ζ00034,ζάματος,n,----------,,,,,,0
43779,ζ00038,ζαμερίτας,n,n-s---mn1a,ζαμερίτου,,,,,0
43780,ζ00039,ζαμία,n,----------,,,,,,0
43781,ζ00040,ζαμιοργία,n,----------,,,,,,0
43782,,Ζάν,n,----------,,,,,,0
43783,ζ00041,ζανεκέως,r,----------,,,,,,0
43784,ζ00042,ζάπεδον,n,n-s---nn2-,ζαπέδου,,,,,0
43785,ζ00043,ζαπίμελος,a,----------,,,,,,0
43788,ζ00046,ζαπότης,n,n-s---mn1e,ζαπότου,,,,,0
43789,ζ00047,ζάπυρος,a,----------,,,,,,0
43790,ζ00048,ζαργάνη,n,----------,,,,,,0
43791,ζ00049,ζάρηκες,n,----------,,,,,,0
43792,ζ00051,ζάρος,n,n-s---mn2-,ζάρου,,,,,0
43793,ζ00053,ζατόω,v,----------,,,,,,0
43794,ζ00054,ζατρεφής,a,aps---cn5s,ζατρεφής ζατρεφής ζατρεφές,,,,,0
43795,ζ00055,ζατρίκιον,n,n-s---nn2-,ζατρικίου,,,,,0
43796,ζ00056,ζαυκίτροφος,a,aps---cn2-,ζαυκίτροφος ζαυκίτροφος ζαυκίτροφον,,,,,0
43797,ζ00057,ζαφλεγής,a,aps---cn5s,ζαφλεγής ζαφλεγής ζαφλεγές,,,,,0
43798,ζ00058,ζαφοίταισα,n,----------,,,,,,0
43800,ζ00060,ζάχολος,n,----------,,,,,,0
43801,ζ00061,ζαχραής,a,aps---cn5s,ζαχραής ζαχραής ζαχραές,,,,,0
43744,ζ00005,ζαβάλλω,v,----------,,,,,,0
43805,ζ00065,ζάχρυσος,a,aps---cn2-,ζάχρυσος ζάχρυσος ζάχρυσον,,,,,0
43806,ζ00066,ζάχυτος,n,----------,,,,,,0
43807,ζ00067,ζάψ,n,----------,,,,,,0
43808,ζ00068,ζάω,v,----------,,,,/zdá.ɔː/,,0
43809,,Ζβελσοῦρδος,n,n-s---mn2-,Ζβελσούρδου,,,,,0
43810,ζ00069,ζβίχ,n,----------,,,,,,0
43811,ζ00036,ζάμενζε,n,----------,,,,,,0
43812,ζ00081,ζέα,n,n-s---fn1l,ζέας,,,,,0
43813,ζ00082,ζεγέριες,n,----------,,,,,,0
43814,ζ00086,ζειά,n,n-s---fn1l,ζειᾶς,,,/zdeː.ǎː/,,0
43815,ζ00087,ζείδωρος,a,aps---cn2-,ζείδωρος ζείδωρος ζείδωρον,,,,,0
43816,ζ00088,ζειλίαυρος,n,----------,,,,,,0
43817,ζ00089,ζείνυμεν,n,----------,,,,,,0
43818,ζ00091,ζειρά,n,n-s---fn1l,ζειρᾶς,,,,,0
43820,ζ00093,ζείω,v,----------,,,,,,0
43822,ζ00095,ζεκελτίδες,n,n-p---fn1l,ζεκελτιδῶν,,,,,0
43823,ζ00097,ζελᾶς,n,----------,,,,,,0
43824,ζ00096,ζέλλω,v,----------,,,,,,0
43825,ζ00098,ζέμα,n,n-s---nn3t,ζέματος,,,,,0
43826,ζ00099,ζέννυμι,v,----------,,,,,,0
43828,ζ00102,ζεόπυρον,n,n-s---nn2-,ζεοπύρου,,,,,0
43829,ζ00103,ζέρεθρον,n,n-s---nn2-,ζερέθρου,,,,,0
43830,ζ00104,ζέρνα,n,n-s---fn1l,ζέρνας,,,,,0
43832,ζ00106,ζέσις,n,n-s---fn3v,ζέσεως,,,,,0
43833,ζ00107,ζεστάκρατα,n,n-p---nn2-,ζεστακράτων,,,,,0
43834,ζ00108,ζεστολουσία,n,n-s---fn1l,ζεστολουσίας,,,,,0
43835,ζ00109,ζεστός,a,aps---mn1-,ζεστός ζεστή ζεστόν,,,,,0
43836,ζ00110,ζεστότης,n,n-s---fn3t,ζεστότητος,,,,,0
43837,ζ00111,ζετραία,n,n-s---fn1l,ζετραίας,,,,,0
43838,ζ00113,ζευγάριον,n,n-s---nn2-,ζευγαρίου,,,,,0
43839,ζ00114,ζευγελάτης,n,n-s---mn1e,ζευγελάτου,,,,,0
43840,ζ00115,ζευγηλασία,n,n-s---fn1l,ζευγηλασίας,,,,,0
43841,ζ00116,ζευγηλατέω,v,----------,,,,,,0
43843,ζ00118,ζευγίζω,v,----------,,,,,,0
43844,ζ00119,ζευγίον,n,n-s---nn2-,ζευγίου,,,,,0
43846,ζ00121,ζευγίς,n,n-s---fn3d,ζευγίδος,,,,,0
43847,ζ00122,ζευγίσιον,n,n-s---nn2-,ζευγισίου,,,,,0
43848,ζ00123,ζευγίτης,v,----------,,,,,,0
43849,ζ00083,ζεῦγλα,n,----------,,,,,,0
43850,ζ00124,ζεύγλη,n,n-s---fn1e,ζεύγλης,,,,,0
43851,ζ00125,ζεύγληθεν,r,----------,,,,,,0
43852,ζ00126,ζεύγληφι,n,----------,,,,,,0
43854,ζ00084,ζεῦγμα,n,n-s---nn3t,ζεύγματος,,,/zdéu̯ŋ.ma/,,0
43855,ζ00128,ζευγματικόν,n,----------,,,,,,0
43856,ζ00129,ζεύγνυμι,v,----------,,,,/zdeú̯.ɡnyː.mi/,,0
43857,ζ00130,ζευγοποιία,n,n-s---fn1l,ζευγοποιίας,,,,,0
43858,ζ00085,ζεῦγος,n,n-s---nn3v,ζεῦγεος,,,/zdéu̯.ɡos/,,0
43859,ζ00131,ζευγοτροφέω,v,----------,,,,,,0
43804,ζ00064,ζαχρηής,a,aps---cn5s,ζαχρηής ζαχρηής ζαχρηές,,,,,0
43862,ζ00134,ζευγῶχος,n,n-s---mn2-,ζευγώχου,,,,,0
43863,ζ00135,ζεύκτειρα,n,n-s---fn1s,ζεύκτειρας,,,,,0
43864,ζ00136,ζευκτήρ,n,n-s---mn3r,ζευκτῆρος,,,,,0
43866,ζ00140,ζευκτὴς,n,----------,,,,,,0
43868,ζ00139,ζευκτός,a,aps---mn1-,ζευκτός ζευκτή ζευκτόν,,,,,0
43869,ζ00141,ζευξίγαμος,n,----------,,,,,,0
43870,,Ζευξιδία,n,----------,,,,,,0
43871,ζ00142,ζευξίλεως,n,----------,,,,,,0
43872,ζ00143,ζεύξιππος,n,----------,,,,,,0
43873,ζ00100,ζεῦξις,n,n-s---fn3v,ζεύξεως,,,,,0
43874,,Ζεύς,n,,,,,/zdeú̯s/,,0
43875,ζ00144,ζεφυρήϊος,a,aps---cn2-,ζεφυρήϊος ζεφυρήϊος ζεφυρήϊον,,,,,0
43876,ζ00145,ζεφυρηί̈ς,n,----------,,,,,,0
43877,ζ00146,ζεφυρίη,n,n-s---fn1e,ζεφυρίης,,,,,0
43879,ζ00148,ζεφύριος,a,aps---cn2-,ζεφύριος ζεφύριος ζεφύριον,,aps---mn1-=ζεφύριος aps---fn1=ζεφύρια aps---nn1-=ζεφύριον,,,0
43880,ζ00149,ζεφυρίτης,n,----------,,,,,,0
43881,,Ζέφυρος,n,,Ζεφύρου,,,/zdé.pʰy.ros/,,0
43882,ζ00150,ζέω,v,----------,,,,/zdé.ɔː/,,0
43883,ζ00002,ζῆ,n,----------,,,,,,0
43884,ζ00152,ζηλαῖος,a,aps---mn1-,ζηλαῖος ζηλαῖα ζηλαῖον,,,,,0
43885,ζ00153,ζηλάς,n,----------,,,,,,0
43886,ζ00154,ζηλευτής,n,n-s---mn1e,ζηλευτού,,,,,0
43887,ζ00155,ζηλεύω,v,----------,,,,,,0
43888,ζ00156,ζηλέω,v,----------,,,,,,0
43889,ζ00157,ζήλη,n,n-s---fn1e,ζήλης,,,,,0
43891,ζ00159,ζηλήμων,a,aps---cn3n,ζηλήμων ζηλήμων ζηλήμον,,,,,0
43892,ζ00160,ζηλοεοτήρ,n,n-s---mn3r,ζηλοεοτῆρος,,,,,0
